direction,SF,TF,logSF,logTF,cell2,cell2_spont,cell2_lessspont,cell2_norm
90,0.031509434,0.031,-4.988072352,-5.011587974,2.4826,0.99248,1.49012,0.057923805
90,0.062971698,0.031,-3.989152618,-5.011587974,0.49695,0.99248,-0.49553,-0.019262196
90,0.125,0.031,-3,-5.011587974,0.99336,0.99248,8.80E-04,3.42E-05
90,0.25,0.031,-2,-5.011587974,0.86904,0.99248,-0.12344,-0.004798348
90,0.5,0.031,-1,-5.011587974,1.2431,0.99248,0.25062,0.009742077
90,1,0.031,0,-5.011587974,0.62174,0.99248,-0.37074,-0.01441137
90,0.031509434,0.125,-4.988072352,-3,2.6115,0.99248,1.61902,0.062934394
90,0.062971698,0.125,-3.989152618,-3,3.9782,0.99248,2.98572,0.116060628
90,0.125,0.125,-3,-3,5.4617,0.99248,4.46922,0.173727101
90,0.25,0.125,-2,-3,3.2295,0.99248,2.23702,0.086957232
90,0.5,0.125,-1,-3,2.1123,0.99248,1.11982,0.043529538
90,1,0.125,0,-3,0.2486,0.99248,-0.74388,-0.028916034
90,0.031509434,0.5,-4.988072352,-1,2.4805,0.99248,1.48802,0.057842174
90,0.062971698,0.5,-3.989152618,-1,7.4527,0.99248,6.46022,0.251121066
90,0.125,0.5,-3,-1,8.5772,0.99248,7.58472,0.294832524
90,0.25,0.5,-2,-1,4.9689,0.99248,3.97642,0.154571025
90,0.5,0.5,-1,-1,1.9864,0.99248,0.99392,0.038635565
90,1,0.5,0,-1,0.12407,0.99248,-0.86841,-0.033756752
90,0.031509434,2,-4.988072352,1,5.838,0.99248,4.84552,0.188354599
90,0.062971698,2,-3.989152618,1,24.204,0.99248,23.21152,0.902276028
90,0.125,2,-3,1,23.351,0.99248,22.35852,0.869118292
90,0.25,2,-2,1,11.548,0.99248,10.55552,0.410313183
90,0.5,2,-1,1,2.4863,0.99248,1.49382,0.058067631
90,1,2,0,1,0.62161,0.99248,-0.37087,-0.014416424
90,0.031509434,8,-4.988072352,3,0.24814,0.99248,-0.74434,-0.028933915
90,0.062971698,8,-3.989152618,3,1.1186,0.99248,0.12612,0.004902525
90,0.125,8,-3,3,17.014,0.99248,16.02152,0.622787022
90,0.25,8,-2,3,26.718,0.99248,25.72552,1
90,0.5,8,-1,3,17.149,0.99248,16.15652,0.62803473
90,1,8,0,3,2.3611,0.99248,1.36862,0.053200868
90,0.031509434,16,-4.988072352,4,0.4964,0.99248,-0.49608,-0.019283575
90,0.062971698,16,-3.989152618,4,1.118,0.99248,0.12552,0.004879202
90,0.125,16,-3,4,1.1175,0.99248,0.12502,0.004859766
90,0.25,16,-2,4,8.9411,0.99248,7.94862,0.308978011
90,0.5,16,-1,4,16.274,0.99248,15.28152,0.594021812
90,1,16,0,4,9.6872,0.99248,8.69472,0.33798034
