direction,SF,TF,logSF,logTF,cell1,cell2,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,83.562,10.431,64.697,18.864999999999995,0.20177981239237158,4.3696,6.061399999999999,0.056754469084385445
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,74.921,11.182,64.697,10.224000000000004,0.10935578064667947,4.3696,6.8124,0.06378627795401516
0,0.125,0.031,-3,-5.011587974275212,74.141,15.399,64.697,9.444000000000003,0.10101291005743748,4.3696,11.029399999999999,0.10327114879719551
0,0.25,0.031,-2,-5.011587974275212,68.924,12.914,64.697,4.227000000000004,0.045211941000930594,4.3696,8.5444,0.08000344567997872
0,0.5,0.031,-1,-5.011587974275212,74.638,7.8237,64.697,9.9410000000000025,0.10632881606109551,4.3696,3.4540999999999995,0.032341639169890746
0,1,0.031,0,-5.011587974275212,63.724,4.3483,64.697,-0.9730000000000061,-0.010407196260682684,4.3696,-0.021300000000000097,-1.9943745529043053e-4
0,0.03150943396226415,0.125,-4.988072351863872,-3,105.75,38.894,64.697,41.053,0.43910239269250106,4.3696,34.5244,0.32326096156943235
0,0.06297169811320755,0.125,-3.9891526177630077,-3,93.811,49.758,64.697,29.114000000000004,0.3114029927374243,4.3696,45.388400000000004,0.4249834270283632
0,0.125,0.125,-3,-3,100.6,64.545,64.697,35.90299999999999,0.38401805482763407,4.3696,60.1754,0.5634379646518178
0,0.25,0.125,-2,-3,74.832,44.257,64.697,10.134999999999991,0.10840383772047096,4.3696,39.8874,0.37347612930288654
0,0.5,0.125,-1,-3,87.174,10.805,64.697,22.477000000000004,0.240413720813323,4.3696,6.4354,0.060256328627982664
0,1,0.125,0,-3,100.21,4.6374,64.697,35.51299999999999,0.3798466195330131,4.3696,0.26780000000000026,0.0025074812453885964
0,0.03150943396226415,0.5,-4.988072351863872,-1,149.56,72.354,64.697,84.863,0.907693624121592,4.3696,67.9844,0.6365556683308302
0,0.06297169811320755,0.5,-3.9891526177630077,-1,158.19,108.11,64.697,93.493,1,4.3696,103.7404,0.9713484219160228
0,0.125,0.5,-3,-1,128.44,111.17,64.697,63.742999999999995,0.6817943589359631,4.3696,106.8004,1
0,0.25,0.5,-2,-1,94.247,92.512,64.697,29.549999999999997,0.31606644347705176,4.3696,88.1424,0.825300279774233
0,0.5,0.5,-1,-1,86.624,37.721,64.697,21.926999999999992,0.23453092744911377,4.3696,33.3514,0.31227785663724106
0,1,0.5,0,-1,72.325,5.3463,64.697,7.628,0.08158899596761256,4.3696,0.9767000000000001,0.009145096834843316
0,0.03150943396226415,2,-4.988072351863872,1,86.646,40.283,64.697,21.948999999999998,0.2347662391836822,4.3696,35.9134,0.3362665308369632
0,0.06297169811320755,2,-3.9891526177630077,1,101,91.445,64.697,36.303,0.3882964500016044,4.3696,87.07539999999999,0.8153096804880879
0,0.125,2,-3,1,91.738,89.613,64.697,27.040999999999997,0.28923020974832336,4.3696,85.2434,0.7981561866809488
0,0.25,2,-2,1,88.714,65.335,64.697,24.016999999999996,0.25688554223310833,4.3696,60.965399999999995,0.570834940693106
0,0.5,2,-1,1,80.383,40.383,64.697,15.685999999999993,0.16777726674724305,4.3696,36.013400000000004,0.33720285691813895
0,1,2,0,1,65.67,9.9291,64.697,0.972999999999999,0.010407196260682608,4.3696,5.5595,0.05205504848296449
0,0.03150943396226415,8,-4.988072351863872,3,66.864,19.974,64.697,2.1670000000000016,0.023178205854983813,4.3696,15.6044,0.14610806701098497
0,0.06297169811320755,8,-3.9891526177630077,3,72.316,30.568,64.697,7.619,0.08149273207619823,4.3696,26.1984,0.2453024520507414
0,0.125,8,-3,3,96.947,65.401,64.697,32.25,0.3449456109013509,4.3696,61.0314,0.571452915906682
0,0.25,8,-2,3,111.7,84.362,64.697,47.003,0.5027435209053085,4.3696,79.99239999999999,0.7489897041584113
0,0.5,8,-1,3,93.297,62.734,64.697,28.599999999999994,0.3059052549388724,4.3696,58.3644,0.5464810993217254
0,1,8,0,3,69.962,24.23,64.697,5.265000000000001,0.05631437647738334,4.3696,19.8604,0.18595810502582386
0,0.03150943396226415,16,-4.988072351863872,4,69.075,10.561,64.697,4.378,0.046827035179104325,4.3696,6.1914,0.05797169298991389
0,0.06297169811320755,16,-3.9891526177630077,4,67.744,9.4469,64.697,3.046999999999997,0.0325906752377183,4.3696,5.077299999999999,0.04754008411953513
0,0.125,16,-3,4,65.231,9.4452,64.697,0.5339999999999918,0.005711657557250188,4.3696,5.0756,0.047524166576155144
0,0.25,16,-2,4,70.075,20.873,64.697,5.378,0.05752302311402993,4.3696,16.5034,0.15452563848075476
0,0.5,16,-1,4,70.903,29.188,64.697,6.206000000000003,0.06637930112414837,4.3696,24.818399999999997,0.23238115213051636
0,1,16,0,4,65.883,9.8178,64.697,1.1859999999999928,0.012685441690821697,4.3696,5.4482,0.0510129175546159
