direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,2.8585,2.233,0.6254999999999997,0.006880658255139865
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,3.604,2.233,1.371,0.015081346870978033
0,0.125,0.031,-3,-5.011587974275212,2.3587,2.233,0.1256999999999997,0.0013827318028314618
0,0.25,0.031,-2,-5.011587974275212,1.4919,2.233,-0.7411000000000001,-0.008152287502612562
0,0.5,0.031,-1,-5.011587974275212,1.4915,2.233,-0.7415,-0.008156687603814888
0,1,0.031,0,-5.011587974275212,1.2409,2.233,-0.9921000000000002,-0.010913351007073165
0,0.03150943396226415,0.125,-4.988072351863872,-3,24.819,2.233,22.586,0.24845171438943095
0,0.06297169811320755,0.125,-3.9891526177630077,-3,6.9558,2.233,4.7227999999999994,0.0519519948958826
0,0.125,0.125,-3,-3,4.2244,2.233,1.9914,0.021905903835788224
0,0.25,0.125,-2,-3,1.9893,2.233,-0.24370000000000003,-0.0026807616575181235
0,0.5,0.125,-1,-3,1.8643,2.233,-0.36870000000000003,-0.004055793283245515
0,1,0.125,0,-3,2.8572,2.233,0.6242000000000001,0.006866357926232304
0,0.03150943396226415,0.5,-4.988072351863872,-1,44.24,2.233,42.007000000000005,0.46208762801544445
0,0.06297169811320755,0.5,-3.9891526177630077,-1,48.15,2.233,45.917,0.5050986172681972
0,0.125,0.5,-3,-1,17.63,2.233,15.396999999999998,0.1693708955305972
0,0.25,0.5,-2,-1,3.8502,2.233,1.6172,0.017789609161010703
0,0.5,0.5,-1,-1,5.7135,2.233,3.4804999999999997,0.038286380586753495
0,1,0.5,0,-1,3.7289,2.233,1.4958999999999998,0.01645527847140484
0,0.03150943396226415,2,-4.988072351863872,1,49.198,2.233,46.965,0.5166268824182957
0,0.06297169811320755,2,-3.9891526177630077,1,61.852,2.233,59.619,0.655824083953931
0,0.125,2,-3,1,43.392,2.233,41.159000000000006,0.45275941346650983
0,0.25,2,-2,1,22.983,2.233,20.75,0.22825524987074702
0,0.5,2,-1,1,6.7107,2.233,4.4777000000000005,0.049255832884156345
0,1,2,0,1,4.1008,2.233,1.8677999999999995,0.020546272564268973
0,0.03150943396226415,8,-4.988072351863872,3,21.748,2.233,19.515,0.2146699374085604
0,0.06297169811320755,8,-3.9891526177630077,3,33.375,2.233,31.142,0.3425698791072195
0,0.125,8,-3,3,93.14,2.233,90.907,1
0,0.25,8,-2,3,87.409,2.233,85.176,0.9369575500236506
0,0.5,8,-1,3,55.144,2.233,52.911,0.5820343867908963
0,1,8,0,3,16.519,2.233,14.285999999999998,0.15714961444113212
0,0.03150943396226415,16,-4.988072351863872,4,10.057,2.233,7.824,0.08606597951752891
0,0.06297169811320755,16,-3.9891526177630077,4,21.093,2.233,18.86,0.20746477168974886
0,0.125,16,-3,4,30.926,2.233,28.692999999999998,0.3156302594959684
0,0.25,16,-2,4,80.817,2.233,78.58399999999999,0.8644438822092907
0,0.5,16,-1,4,84.012,2.233,81.779,0.899589690562883
0,1,16,0,4,47.187,2.233,44.954,0.49450537362359337
