direction,SF,TF,logSF,logTF,cell1,cell2,cell3,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
135,0.03150943396226415,0.5,-4.988072351863872,-1,27.064,2.4587,16.239,28.151,-1.0869999999999997,-0.0910919299421771,2.9878,-0.5291000000000001,-0.04909438444122779,12.668,3.5710000000000015,0.0547070088088855
135,0.06297169811320755,0.5,-3.9891526177630077,-1,27.79,2.4601,11.312,28.151,-0.36100000000000065,-0.030252241682728612,2.9878,-0.5276999999999998,-0.0489644805700924,12.668,-1.3559999999999999,-0.020773649942550744
135,0.125,0.5,-3,-1,25.597,3.1985,16.001,28.151,-2.5539999999999985,-0.2140283248135421,2.9878,0.2107000000000001,0.019550532605871664,12.668,3.333000000000002,0.05106089620834932
135,0.25,0.5,-2,-1,31.164,2.6951,15.453,28.151,3.0130000000000017,0.2524930863990615,2.9878,-0.29269999999999996,-0.02715918791522844,12.668,2.785,0.04266564534661049
135,0.5,0.5,-1,-1,28.199,2.2091,16.429,28.151,0.04800000000000182,0.004022458727897579,2.9878,-0.7787000000000002,-0.0722543888950748,12.668,3.7609999999999992,0.05761777096897738
135,1,0.5,0,-1,29.917,3.9225,14.957,28.151,1.7660000000000018,0.14799296069722628,2.9878,0.9346999999999999,0.08672939167872915,12.668,2.2890000000000015,0.03506702412868635
135,0.015754716981132073,2,-5.988072351863872,1,32.44,5.1645,17.693,28.151,4.288999999999998,0.3594234475823344,2.9878,2.1767000000000003,0.20197268307166985,12.668,5.025000000000002,0.07698199923400999
135,0.03150943396226415,2,-4.988072351863872,1,28.284,7.1342,18.447,28.151,0.13299999999999912,0.011145562725215712,2.9878,4.1464,0.38473815091118285,12.668,5.779,0.08853312906932209
135,0.06297169811320755,2,-3.9891526177630077,1,40.084,11.069,77.943,28.151,11.933000000000003,1,2.9878,8.0812,0.7498422595850499,12.668,65.275,1
135,0.125,2,-3,1,34.924,13.765,76.25,28.151,6.773,0.5675856867510264,2.9878,10.7772,1,12.668,63.582,0.9740635771734967
135,0.25,2,-2,1,27.207,3.1883,12.01,28.151,-0.9439999999999991,-0.07910835498198264,2.9878,0.2004999999999999,0.018604090116171167,12.668,-0.6579999999999995,-0.010080428954423584
135,0.5,2,-1,1,29.194,2.4499,13.738,28.151,1.0429999999999993,0.08740467610827109,2.9878,-0.5379,-0.049910923059792896,12.668,1.0700000000000003,0.016392186901570283
135,1,2,0,1,26.97,1.9607,11.521,28.151,-1.181000000000001,-0.09896924495097634,2.9878,-1.0271,-0.0953030471736629,12.668,-1.1469999999999985,-0.017571811566449613
135,0.015754716981132073,8,-5.988072351863872,3,30.248,7.1285,12.789,28.151,2.0970000000000013,0.17573116567501892,2.9878,4.1407,0.38420925657870314,12.668,0.12100000000000044,0.0018536959019532812
135,0.03150943396226415,8,-4.988072351863872,3,25.841,2.7067,9.8449,28.151,-2.3099999999999987,-0.19358082628006354,2.9878,-0.2810999999999999,-0.026082841554392597,12.668,-2.8230999999999984,-0.04324932975871311
135,0.06297169811320755,8,-3.9891526177630077,3,31.976,5.1687,9.3462,28.151,3.8249999999999993,0.3205396798793261,2.9878,2.1809000000000003,0.2023623946850759,12.668,-3.3217999999999996,-0.050889314438912286
135,0.125,8,-3,3,29.517,4.1827,12.05,28.151,1.3659999999999997,0.11447247129808089,2.9878,1.1948999999999996,0.11087295401402958,12.668,-0.6179999999999986,-0.009467636920720007
135,0.25,8,-2,3,27.217,8.5674,25.003,28.151,-0.934000000000001,-0.07827034274700417,2.9878,5.579599999999999,0.5177225995620383,12.668,12.335,0.1889697433933359
135,0.5,8,-1,3,31.857,4.6578,16.42,28.151,3.7059999999999995,0.3105673342830804,2.9878,1.67,0.1549567605686078,12.668,3.7520000000000024,0.05747989276139413
135,1,8,0,3,27.214,3.9241,12.256,28.151,-0.9370000000000012,-0.07852174641749778,2.9878,0.9363000000000001,0.08687785324574102,12.668,-0.41199999999999903,-0.006311757947146672
135,0.015754716981132073,16,-5.988072351863872,4,29.541,1.722,11.571,28.151,1.3900000000000006,0.11648370066202968,2.9878,-1.2658,-0.11745165720224177,12.668,-1.0969999999999995,-0.016805821524320176
135,0.03150943396226415,16,-4.988072351863872,4,27.284,2.9503,13.765,28.151,-0.8670000000000009,-0.07265566077264733,2.9878,-0.03750000000000009,-0.0034795679768400037,12.668,1.0970000000000013,0.016805821524320204
135,0.06297169811320755,16,-3.9891526177630077,4,30.993,3.934,17.22,28.151,2.8419999999999987,0.23816307718092666,2.9878,0.9462000000000002,0.08779645919162678,12.668,4.552,0.06973573343546532
135,0.125,16,-3,4,25.085,3.4418,10.084,28.151,-3.065999999999999,-0.25693455124444803,2.9878,0.4540000000000002,0.04212596963960956,12.668,-2.5839999999999996,-0.039586365377250084
135,0.25,16,-2,4,31.907,5.3961,26.757,28.151,3.7560000000000002,0.3147573954579736,2.9878,2.4082999999999997,0.22346249489663358,12.668,14.089000000000002,0.21584067407123708
135,0.5,16,-1,4,29.427,5.6368,33.847,28.151,1.2759999999999998,0.10693036118327323,2.9878,2.649,0.24579668188397727,12.668,21.179000000000002,0.3244580620451934
135,1,16,0,4,30.186,0.97999,15.463,28.151,2.035,0.1705354898181513,2.9878,-2.00781,-0.18630163678877631,12.668,2.795,0.04281884335503638
