direction,SF,TF,logSF,logTF,cell1,cell2,cell3,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
135,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,30.758,1.9677,11.565,28.151,2.6069999999999993,0.2184697896589289,2.9878,-1.0201,-0.09465352781798611,12.668,-1.1029999999999998,-0.016897740329375712
135,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,27.792,2.7081,9.8371,28.151,-0.3589999999999982,-0.030084639235732683,2.9878,-0.27970000000000006,-0.02595293768325725,12.668,-2.8308999999999997,-0.043368824205285324
135,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,24.562,2.4574,16.372,28.151,-3.5889999999999986,-0.30076259113383036,2.9878,-0.5304000000000002,-0.04921500946442491,12.668,3.7040000000000006,0.05674454232094983
135,0.125,0.031,-3,-5.011587974275212,31.483,1.7212,10.329,28.151,3.3320000000000007,0.27922567669487974,2.9878,-1.2666,-0.11752588798574767,12.668,-2.3389999999999986,-0.035833014170815754
135,0.25,0.031,-2,-5.011587974275212,33.284,2.2061,14.689,28.151,5.132999999999999,0.43015168021453093,2.9878,-0.7816999999999998,-0.07253275433322197,12.668,2.021000000000001,0.03096131750287247
135,0.5,0.031,-1,-5.011587974275212,31.618,3.6792,13.964,28.151,3.4669999999999987,0.29053884186709106,2.9878,0.6913999999999998,0.06415395464499125,12.668,1.2960000000000012,0.01985446189199542
135,1,0.031,0,-5.011587974275212,28.676,4.4111,11.764,28.151,0.5249999999999986,0.04399564233637798,2.9878,1.4233000000000002,0.13206584270496977,12.668,-0.9039999999999999,-0.013849099961700495
135,0.015754716981132073,0.125,-5.988072351863872,-3,32.952,3.2022,15.492,28.151,4.800999999999998,0.4023296740132403,2.9878,0.21439999999999992,0.019893849979586528,12.668,2.8240000000000016,0.04326311757947149
135,0.03150943396226415,0.125,-4.988072351863872,-3,27.043,1.7226,14.257,28.151,-1.1080000000000005,-0.0928517556356323,2.9878,-1.2652,-0.11739598411461233,12.668,1.5890000000000004,0.024343163538874
135,0.06297169811320755,0.125,-3.9891526177630077,-3,30.517,3.4422,14.027,28.151,2.3659999999999997,0.19827369479594392,2.9878,0.45440000000000014,0.04216308503136252,12.668,1.359,0.02081960934507851
135,0.125,0.125,-3,-3,34.203,2.4577,18.703,28.151,6.052000000000003,0.5071650046090674,2.9878,-0.5301,-0.04918717292061017,12.668,6.035,0.09245499808502489
135,0.25,0.125,-2,-3,32.085,2.696,19.103,28.151,3.934000000000001,0.3296740132405933,2.9878,-0.29179999999999984,-0.02707567828378427,12.668,6.435000000000002,0.09858291842206054
135,0.5,0.125,-1,-3,27.449,2.4511,13.726,28.151,-0.7019999999999982,-0.0588284588954997,2.9878,-0.5367000000000002,-0.04979957688453403,12.668,1.0580000000000016,0.016208349291459236
135,1,0.125,0,-3,27.222,2.6952,13.245,28.151,-0.9289999999999985,-0.07785133662951464,2.9878,-0.2926000000000002,-0.027149909067290222,12.668,0.577,0.008839525086173878
135,0.015754716981132073,0.5,-5.988072351863872,-1,29.268,2.2121,14.511,28.151,1.1170000000000009,0.0936059666471131,2.9878,-0.7757000000000001,-0.071976023456927593,12.668,1.843,0.02823439295289161
