direction,SF,TF,logSF,logTF,cell1,cell2,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,8.0754,2.857,8.4639,-0.3885000000000005,-0.0152711663869246,1.5377,1.3193000000000001,0.061185495053867174
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,9.1924,3.3553,8.4639,0.7284999999999986,0.028635893726832777,1.5377,1.8176,0.08429527462283709
0,0.125,0.031,-3,-5.011587974275212,10.923,3.1036,8.4639,2.4590999999999994,0.09666235588696583,1.5377,1.5659,0.07262212287186431
0,0.25,0.031,-2,-5.011587974275212,9.6829,2.2354,8.4639,1.2189999999999994,0.047916478315729864,1.5377,0.6976999999999998,0.03235740157589866
0,0.5,0.031,-1,-5.011587974275212,10.064,3.9748,8.4639,1.6000999999999994,0.0628967653429035,1.5377,2.4371,0.11302597589310974
0,1,0.031,0,-5.011587974275212,8.3182,1.2411,8.4639,-0.1457000000000015,-0.0057271787453666255,1.5377,-0.2966,-0.01375548990599333
0,0.03150943396226415,0.125,-4.988072351863872,-3,20.876,13.672,8.4639,12.4121,0.48789509475198606,1.5377,12.1343,0.5627553646874406
0,0.06297169811320755,0.125,-3.9891526177630077,-3,15.513,6.3279,8.4639,7.049099999999999,0.27708617497572724,1.5377,4.7902,0.22215626347838585
0,0.125,0.125,-3,-3,22.498,13.673,8.4639,14.0341,0.551652705767666,1.5377,12.1353,0.5628017419292005
0,0.25,0.125,-2,-3,13.289,4.97,8.4639,4.825099999999999,0.18966513496409207,1.5377,3.4322999999999997,0.15918060689258565
0,0.5,0.125,-1,-3,17.77,13.294,8.4639,9.306099999999999,0.36580437969976526,1.5377,11.7563,0.5452247673021894
0,1,0.125,0,-3,9.1105,4.6387,8.4639,0.6465999999999994,0.025416566758778437,1.5377,3.101,0.143815826697523
0,0.03150943396226415,0.5,-4.988072351863872,-1,30.18,17.388,8.4639,21.716099999999997,0.8536169276064165,1.5377,15.8503,0.7350931950673166
0,0.06297169811320755,0.5,-3.9891526177630077,-1,33.537,23.1,8.4639,25.073099999999997,0.9855739560772165,1.5377,21.5623,1
0,0.125,0.5,-3,-1,27.443,14.776,8.4639,18.979100000000003,0.7460308725201552,1.5377,13.238299999999999,0.6139558395903961
0,0.25,0.5,-2,-1,18.501,12.79,8.4639,10.0371,0.3945385434805681,1.5377,11.252299999999998,0.5218506374551879
0,0.5,0.5,-1,-1,21.735,14.405,8.4639,13.271099999999999,0.5216606852960483,1.5377,12.8673,0.5967498828974646
0,1,0.5,0,-1,14.035,6.8301,8.4639,5.5710999999999995,0.21898891906871432,1.5377,5.2924,0.24544691429021948
0,0.03150943396226415,2,-4.988072351863872,1,23.96,13.901,8.4639,15.4961,0.6091210333292715,1.5377,12.363299999999999,0.5733757530504631
0,0.06297169811320755,2,-3.9891526177630077,1,33.904,12.792,8.4639,25.4401,1,1.5377,11.2543,0.5219433919387079
0,0.125,2,-3,1,29.418,8.0683,8.4639,20.954099999999997,0.8236642151563868,1.5377,6.530600000000001,0.30287121503735687
0,0.25,2,-2,1,18.046,5.3534,8.4639,9.582099999999999,0.37665339365804373,1.5377,3.8156999999999996,0.17696164138334033
0,0.5,2,-1,1,14.289,7.5794,8.4639,5.825099999999999,0.22897315655205752,1.5377,6.0417,0.2801973815409302
0,1,2,0,1,12.291,5.0899,8.4639,3.8270999999999997,0.15043572941930258,1.5377,3.5522,0.1647412381796005
0,0.03150943396226415,8,-4.988072351863872,3,6.2077,6.3325,8.4639,-2.2562000000000006,-0.08868675830676769,1.5377,4.7947999999999995,0.22236959879048152
0,0.06297169811320755,8,-3.9891526177630077,3,7.5694,3.5988,8.4639,-0.8945000000000007,-0.03516102531043513,1.5377,2.0611,0.09558813299137847
0,0.125,8,-3,3,21.997,6.5871,8.4639,13.5331,0.5319593869520952,1.5377,5.0494,0.2341772445425581
0,0.25,8,-2,3,30.162,11.792,8.4639,21.698099999999997,0.852909383217833,1.5377,10.2543,0.4755661501787843
0,0.5,8,-1,3,17.775,6.3387,8.4639,9.311099999999998,0.36600091980770505,1.5377,4.801,0.22265713768939308
0,1,8,0,3,13.565,3.1115,8.4639,5.101099999999999,0.20051414892237054,1.5377,1.5737999999999999,0.07298850308176771
0,0.03150943396226415,16,-4.988072351863872,4,10.069,3.9805,8.4639,1.6051000000000002,0.06309330545084336,1.5377,2.4428,0.11329032617114129
0,0.06297169811320755,16,-3.9891526177630077,4,8.4482,3.851,8.4639,-0.015700000000000713,-6.171359389310857e-4,1.5377,2.3133,0.10728447336323119
0,0.125,16,-3,4,9.3206,2.9817,8.4639,0.8567,0.033675182094410006,1.5377,1.444,0.06696873710132963
0,0.25,16,-2,4,11.915,4.7175,8.4639,3.4510999999999985,0.1356559133022275,1.5377,3.1798,0.14747035334820496
0,0.5,16,-1,4,15.53,5.2167,8.4639,7.066099999999999,0.27775441134272266,1.5377,3.6790000000000003,0.17062187243475882
0,1,16,0,4,9.6909,2.1122,8.4639,1.2269999999999985,0.048230942488433556,1.5377,0.5745,0.02664372539107609
