direction,SF,TF,logSF,logTF,cell1,cell2,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm
315,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,9.3164,4.969,8.8432,0.4732000000000003,0.036364195253903865,5.6092,-0.6402000000000001,-0.04069464396953941
315,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,9.0737,5.3452,8.8432,0.23050000000000104,0.017713328415099056,5.6092,-0.26400000000000023,-0.016781296482284304
315,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,9.3173,4.9688,8.8432,0.47409999999999997,0.0364333579245051,5.6092,-0.6404000000000005,-0.04070735707293511
315,0.125,0.031,-3,-5.011587974275212,9.8124,5.715,8.8432,0.9692000000000007,0.07448051149637284,5.6092,0.10579999999999945,0.006725231696309351
315,0.25,0.031,-2,-5.011587974275212,8.4191,6.8085,8.8432,-0.42409999999999926,-0.032590987335546474,5.6092,1.1993,0.07623412451213465
315,0.5,0.031,-1,-5.011587974275212,8.6592,8.04,8.8432,-0.18399999999999928,-0.014139923767367456,5.6092,2.4307999999999987,0.1545150586709721
315,1,0.031,0,-5.011587974275212,9.6555,5.8191,8.8432,0.8123000000000005,0.06242315258822086,5.6092,0.2098999999999993,0.013342402013755535
315,0.015754716981132073,0.125,-5.988072351863872,-3,8.1989,6.9577,8.8432,-0.6442999999999994,-0.049512787409320004,5.6092,1.3484999999999996,0.08571809964530439
315,0.03150943396226415,0.125,-4.988072351863872,-3,9.9332,8.3162,8.8432,1.0899999999999999,0.08376367883929667,5.6092,2.707,0.17207185446039233
315,0.06297169811320755,0.125,-3.9891526177630077,-3,7.8233,5.589,8.8432,-1.0198999999999998,-0.07837667527357675,5.6092,-0.020199999999999996,-0.0012840234429626614
315,0.125,0.125,-3,-3,11.062,7.8296,8.8432,2.2188,0.1705090372556252,5.6092,2.2203999999999997,0.1411408738987274
315,0.25,0.125,-2,-3,8.9106,5.0735,8.8432,0.06740000000000101,0.005179515553916221,5.6092,-0.5357000000000003,-0.034052047445301895
