direction,SF,TF,logSF,logTF,cell1,cell2,cell3,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
315,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,2.2126,3.9348,13.771,1.9281,0.2845000000000002,0.016707873548705374,5.6881,-1.7533000000000003,-0.07435570125403416,13.047,0.7240000000000002,0.046023774712351424
315,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,2.708,5.9014,16.23,1.9281,0.7799000000000003,0.04580130256813819,5.6881,0.21329999999999938,0.009045839889058027,13.047,3.183,0.2023393299853792
315,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,0.49167,5.1711,15.514,1.9281,-1.4364299999999999,-0.08435743691236147,5.6881,-0.5170000000000003,-0.02192545345824199,13.047,2.4669999999999987,0.15682410526984927
315,0.125,0.031,-3,-5.011587974275212,1.2293,4.4263,13.033,1.9281,-0.6987999999999999,-0.041038530881670664,5.6881,-1.2618,-0.053511677318394055,13.047,-0.014000000000001123,-8.899624944378059e-4
315,0.25,0.031,-2,-5.011587974275212,1.7143,4.1646,16.172,1.9281,-0.2138,-0.01255586419934343,5.6881,-1.5235000000000003,-0.06461011285035137,13.047,3.125,0.1986523425084229
315,0.5,0.031,-1,-5.011587974275212,2.2058,6.1324,16.925,1.9281,0.27770000000000006,0.016308528943674797,5.6881,0.44429999999999925,0.018842319093804436,13.047,3.878,0.24651961095925246
315,1,0.031,0,-5.011587974275212,1.4713,4.4103,13.481,1.9281,-0.4567999999999999,-0.02682656111440635,5.6881,-1.2778,-0.054190221332575624,13.047,0.4339999999999993,0.027588837327569723
315,0.015754716981132073,0.125,-5.988072351863872,-3,1.967,5.1703,12.558,1.9281,0.03890000000000016,0.00228448604936605,5.6881,-0.5178000000000003,-0.021959380658951064,13.047,-0.48900000000000077,-0.03108511855571806
315,0.03150943396226415,0.125,-4.988072351863872,-3,2.7038,6.3929,14.011,1.9281,0.7757000000000003,0.045554648547384016,5.6881,0.7047999999999996,0.029889863824698135,13.047,0.9639999999999986,0.061280274616998205
315,0.06297169811320755,0.125,-3.9891526177630077,-3,3.4444,4.9221,12.55,1.9281,1.5163,0.0890479742070367,5.6881,-0.766,-0.03248529467894266,13.047,-0.4969999999999999,-0.03159366855253957
315,0.125,0.125,-3,-3,3.6894,6.1485,16.971,1.9281,1.7613,0.10343612541769685,5.6881,0.4603999999999999,0.019525104008074667,13.047,3.9239999999999995,0.2494437734409764
315,0.25,0.125,-2,-3,2.695,5.1459,15.674,1.9281,0.7668999999999999,0.0450378496467562,5.6881,-0.5422000000000002,-0.022994160280577956,13.047,2.626999999999999,0.16699510520628055
315,0.5,0.125,-1,-3,3.1893,5.3948,11.034,1.9281,1.2611999999999999,0.07406667880361054,5.6881,-0.29330000000000034,-0.012438559959965916,13.047,-2.013,-0.12796389295022567
315,1,0.125,0,-3,1.7065,4.1649,11.028,1.9281,-0.22160000000000002,-0.013013935952172612,5.6881,-1.5232,-0.06459739015008545,13.047,-2.019,-0.12834530544784187
315,0.015754716981132073,0.5,-5.988072351863872,-1,0.73833,3.9359,15.006,1.9281,-1.1897699999999998,-0.06987179863635562,5.6881,-1.7522000000000002,-0.07430905135305918,13.047,1.9589999999999996,0.12453118047168012
315,0.03150943396226415,0.5,-4.988072351863872,-1,1.9661,8.5999,15.231,1.9281,0.038000000000000034,0.002231631616347291,5.6881,2.9117999999999995,0.12348652878086842,13.047,2.1839999999999993,0.13883414913228653
315,0.06297169811320755,0.5,-3.9891526177630077,-1,1.7206,8.3646,14.265,1.9281,-0.20750000000000002,-0.012185883168212171,5.6881,2.676499999999999,0.11350769087231069,13.047,1.218,0.0774267370160829
315,0.125,0.5,-3,-1,3.1982,8.3685,11.567,1.9281,1.2701,0.07458935041901821,5.6881,2.680399999999999,0.11367308597576743,13.047,-1.4800000000000004,-0.0940817494119891
315,0.25,0.5,-2,-1,0.24465,5.1468,9.315,1.9281,-1.68345,-0.09886421696157482,5.6881,-0.5413000000000006,-0.022955992179780258,13.047,-3.732000000000001,-0.23723857351725902
315,0.5,0.5,-1,-1,2.4573,5.1476,13.237,1.9281,0.5292000000000001,0.031078406615025936,5.6881,-0.5405000000000006,-0.022922064979071184,13.047,0.1899999999999995,0.01207806242451208
315,1,0.5,0,-1,1.9651,4.9008,14.702,1.9281,0.037000000000000144,0.0021729044685486845,5.6881,-0.7873000000000001,-0.033388606397821874,13.047,1.6549999999999994,0.10520628059246072
315,0.015754716981132073,2,-5.988072351863872,1,2.9496000000000002,11.082,14.282,1.9281,1.0215000000000003,0.05998978147628306,5.6881,5.3939,0.2287499098808731,13.047,1.2349999999999994,0.07850740575932869
315,0.03150943396226415,2,-4.988072351863872,1,5.9056,10.579,13.037,1.9281,3.9775,0.23358723036898268,5.6881,4.8909,0.20741818243504,13.047,-0.009999999999999787,-6.356874960269397e-4
315,0.06297169811320755,2,-3.9891526177630077,1,11.559,25.082,21.642,1.9281,9.630899999999999,0.5655952877336606,5.6881,19.393900000000002,0.8224759222897468,13.047,8.594999999999999,0.5463734028351662
315,0.125,2,-3,1,18.956,29.268,28.778,1.9281,17.0279,1,5.6881,23.579900000000002,1,13.047,15.730999999999998,1
315,0.25,2,-2,1,0.49027,6.62,17.895,1.9281,-1.43783,-0.08443965491927953,5.6881,0.9318999999999997,0.039520947925987794,13.047,4.847999999999999,0.30818129807386685
315,0.5,2,-1,1,1.7176,2.9383,16.156,1.9281,-0.2104999999999999,-0.012362064611608003,5.6881,-2.7498000000000005,-0.11661627063728007,13.047,3.108999999999998,0.19763524251477965
315,1,2,0,1,3.9213,5.1453,11.758,1.9281,1.9932,0.11705495099219518,5.6881,-0.5428000000000006,-0.02301960568110978,13.047,-1.2890000000000015,-0.08194011823787437
315,0.015754716981132073,8,-5.988072351863872,3,4.9174,5.6531,14.258,1.9281,2.9893,0.17555306291439346,5.6881,-0.03500000000000014,-0.00148431503102219,13.047,1.2109999999999985,0.07698175576886394
315,0.03150943396226415,8,-4.988072351863872,3,3.278,5.655,12.539,1.9281,1.3499,0.07927577681334752,5.6881,-0.03310000000000013,-0.001403737929338128,13.047,-0.5080000000000009,-0.03229292479816928
315,0.06297169811320755,8,-3.9891526177630077,3,1.9681,4.1838,8.8596,1.9281,0.040000000000000036,0.0023490859119445168,5.6881,-1.5043000000000006,-0.0637958600333335,13.047,-4.1874,-0.26618778208632643
315,0.125,8,-3,3,3.4399,5.6538,12.048,1.9281,1.5118000000000003,0.08878370204194296,5.6881,-0.0343,-0.0014546287304017403,13.047,-0.9990000000000006,-0.06350518085309266
315,0.25,8,-2,3,5.1457,13.233,15.439,1.9281,3.2176,0.18896047075681677,5.6881,7.5449,0.3199716707874079,13.047,2.3919999999999995,0.15205644904964719
315,0.5,8,-1,3,0.49051,12.021,16.186,1.9281,-1.43759,-0.08442556040380787,5.6881,6.3329,0.268571961713154,13.047,3.1389999999999993,0.19954230500286058
315,1,8,0,3,2.2063,6.6121,12.489,1.9281,0.2782000000000002,0.016337892517574112,5.6881,0.9239999999999995,0.03918591681898564,13.047,-0.5579999999999998,-0.035471362278303976
315,0.015754716981132073,16,-5.988072351863872,4,0.98523,6.3945,12.55,1.9281,-0.9428699999999999,-0.05537206584487811,5.6881,0.7063999999999995,0.029957718226116287,13.047,-0.4969999999999999,-0.03159366855253957
315,0.03150943396226415,16,-4.988072351863872,4,1.7225,5.6556,8.1148,1.9281,-0.2056,-0.012074301587394805,5.6881,-0.03250000000000064,-0.0013782925288063409,13.047,-4.9322,-0.3135337867904139
315,0.06297169811320755,16,-3.9891526177630077,4,1.9666,3.6877,13.765,1.9281,0.03849999999999998,0.002260995190246594,5.6881,-2.0004000000000004,-0.08483496537305078,13.047,0.718,0.04564236221473524
315,0.125,16,-3,4,0.98352,5.9069,16.244,1.9281,-0.94458,-0.055472489267613743,5.6881,0.21879999999999988,0.009279089393932963,13.047,3.196999999999999,0.2032292924798169
315,0.25,16,-2,4,0.97932,16.412,18.132,1.9281,-0.94878,-0.05571914328836791,5.6881,10.723899999999999,0.4547898846051085,13.047,5.085000000000001,0.3232470917297058
315,0.5,16,-1,4,2.9398,13.225,14.942,1.9281,1.0117,0.05941425542785664,5.6881,7.536899999999999,0.3196323987803171,13.047,1.8949999999999996,0.12046278049710761
315,1,16,0,4,0.98218,5.1442,15.429,1.9281,-0.9459199999999999,-0.055551183645663874,5.6881,-0.5439000000000007,-0.02306625558208477,13.047,2.3819999999999997,0.15142076155362025
