direction,SF,TF,logSF,logTF,cell2,cell2_spont,cell2_lessspont,cell2_norm
135,0.031509434,0.031,-4.988072352,-5.011587974,23.714,23.21,0.504,0.039628872
135,0.062971698,0.031,-3.989152618,-5.011587974,24.979,23.21,1.769,0.139094197
135,0.125,0.031,-3,-5.011587974,20.604,23.21,-2.606,-0.204906432
135,0.25,0.031,-2,-5.011587974,22.277,23.21,-0.933,-0.073360591
135,0.5,0.031,-1,-5.011587974,24.062,23.21,0.852,0.066991665
135,1,0.031,0,-5.011587974,22.418,23.21,-0.792,-0.062273942
135,0.031509434,0.125,-4.988072352,-3,22.604,23.21,-0.606,-0.047649001
135,0.062971698,0.125,-3.989152618,-3,21.495,23.21,-1.715,-0.134848247
135,0.125,0.125,-3,-3,21.618,23.21,-1.592,-0.125176915
135,0.25,0.125,-2,-3,23.157,23.21,-0.053,-0.004167322
135,0.5,0.125,-1,-3,25.369,23.21,2.159,0.169759396
135,1,0.125,0,-3,23.036,23.21,-0.174,-0.013681396
135,0.031509434,0.5,-4.988072352,-1,23.486,23.21,0.276,0.021701525
135,0.062971698,0.5,-3.989152618,-1,25.835,23.21,2.625,0.206400377
135,0.125,0.5,-3,-1,23.233,23.21,0.023,0.00180846
135,0.25,0.5,-2,-1,22.414,23.21,-0.796,-0.062588457
135,0.5,0.5,-1,-1,25.268,23.21,2.058,0.161817896
135,1,0.5,0,-1,22.917,23.21,-0.293,-0.023038214
135,0.031509434,2,-4.988072352,1,33.394,23.21,10.184,0.800754836
135,0.062971698,2,-3.989152618,1,32.029,23.21,8.819,0.693426639
135,0.125,2,-3,1,35.928,23.21,12.718,1
135,0.25,2,-2,1,23.874,23.21,0.664,0.052209467
135,0.5,2,-1,1,25.737,23.21,2.527,0.198694763
135,1,2,0,1,24.286,23.21,1.076,0.084604498
135,0.031509434,8,-4.988072352,3,32.162,23.21,8.952,0.703884259
135,0.062971698,8,-3.989152618,3,31.428,23.21,8.218,0.646170782
135,0.125,8,-3,3,27.208,23.21,3.998,0.314357603
135,0.25,8,-2,3,35.275,23.21,12.065,0.948655449
135,0.5,8,-1,3,24.733,23.21,1.523,0.119751533
135,1,8,0,3,21.543,23.21,-1.667,-0.131074068
135,0.031509434,16,-4.988072352,4,26.801,23.21,3.591,0.282355716
135,0.062971698,16,-3.989152618,4,23.227,23.21,0.017,0.001336688
135,0.125,16,-3,4,24.837,23.21,1.627,0.12792892
135,0.25,16,-2,4,28.084,23.21,4.874,0.383236358
135,0.5,16,-1,4,23.655,23.21,0.445,0.034989778
135,1,16,0,4,25.249,23.21,2.039,0.16032395
