direction,SF,TF,logSF,logTF,cell1,cell4,cell1_spont,cell1_lessspont,cell1_norm,cell4_spont,cell4_lessspont,cell4_norm
180,0.015754717,0.031,-5.988072352,-5.011587974,22.84,4.4687,18.048,4.792,0.398967613,7.5566,-3.0879,-0.20377605
180,0.031509434,0.031,-4.988072352,-5.011587974,21.242,5.9634,18.048,3.194,0.265922904,7.5566,-1.5932,-0.105138121
180,0.062971698,0.031,-3.989152618,-5.011587974,17.394,7.8221,18.048,-0.654,-0.054450087,7.5566,0.2655,0.01752082
180,0.125,0.031,-3,-5.011587974,17.505,9.561,18.048,-0.543,-0.045208559,7.5566,2.0044,0.132273945
180,0.25,0.031,-2,-5.011587974,23.097,7.4542,18.048,5.049,0.420364666,7.5566,-0.1024,-0.006757559
180,0.5,0.031,-1,-5.011587974,22.362,10.436,18.048,4.314,0.35917076,7.5566,2.8794,0.190016762
180,1,0.031,0,-5.011587974,19.619,8.4437,18.048,1.571,0.13079677,7.5566,0.8871,0.058541317
180,0.015754717,0.125,-5.988072352,-3,17.267,5.3443,18.048,-0.781,-0.065023728,7.5566,-2.2123,-0.145993638
180,0.031509434,0.125,-4.988072352,-3,21.495,6.71,18.048,3.447,0.286986929,7.5566,-0.8466,-0.05586865
180,0.062971698,0.125,-3.989152618,-3,18.647,7.3336,18.048,0.599,0.049870952,7.5566,-0.223,-0.014716169
180,0.125,0.125,-3,-3,20.607,9.6849,18.048,2.559,0.2130547,7.5566,2.1283,0.140450328
180,0.25,0.125,-2,-3,23.71,10.427,18.048,5.662,0.471401216,7.5566,2.8704,0.189422836
180,0.5,0.125,-1,-3,26.206,6.958,18.048,8.158,0.679210724,7.5566,-0.5986,-0.039502686
180,1,0.125,0,-3,17.241,8.4305,18.048,-0.807,-0.067188411,7.5566,0.8739,0.057670226
180,0.015754717,0.5,-5.988072352,-1,14.028,6.579,18.048,-4.02,-0.334693198,7.5566,-0.9776,-0.064513575
180,0.031509434,0.5,-4.988072352,-1,16.007,6.9485,18.048,-2.041,-0.169927566,7.5566,-0.6081,-0.040129608
180,0.062971698,0.5,-3.989152618,-1,11.545,8.3189,18.048,-6.503,-0.541420365,7.5566,0.7623,0.050305542
180,0.125,0.5,-3,-1,17.383,7.6973,18.048,-0.665,-0.055365915,7.5566,0.1407,0.009285045
180,0.25,0.5,-2,-1,21.602,8.3185,18.048,3.554,0.295895429,7.5566,0.7619,0.050279145
180,0.5,0.5,-1,-1,30.059,8.4487,18.048,12.011,1,7.5566,0.8921,0.058871276
180,1,0.5,0,-1,23.358,8.0754,18.048,5.31,0.442094746,7.5566,0.5188,0.034236541
180,0.015754717,2,-5.988072352,1,14.908,13.418,18.048,-3.14,-0.261427025,7.5566,5.8614,0.386804282
180,0.031509434,2,-4.988072352,1,16.516,9.0643,18.048,-1.532,-0.127549746,7.5566,1.5077,0.099495823
180,0.062971698,2,-3.989152618,1,14.77,8.934,18.048,-3.278,-0.272916493,7.5566,1.3774,0.090897092
180,0.125,2,-3,1,17.03,8.8259,18.048,-1.018,-0.084755641,7.5566,1.2693,0.08376338
180,0.25,2,-2,1,19.744,8.5666,18.048,1.696,0.141203896,7.5566,1.01,0.066651709
180,0.5,2,-1,1,16.898,7.2072,18.048,-1.15,-0.095745567,7.5566,-0.3494,-0.023057532
180,1,2,0,1,14.655,8.3233,18.048,-3.393,-0.28249105,7.5566,0.7667,0.050595906
180,0.015754717,8,-5.988072352,3,12.163,22.71,18.048,-5.885,-0.48996753,7.5566,15.1534,1
180,0.031509434,8,-4.988072352,3,12.8,19.017,18.048,-5.248,-0.436932812,7.5566,11.4604,0.756292317
180,0.062971698,8,-3.989152618,3,16.895,8.4484,18.048,-1.153,-0.095995338,7.5566,0.8918,0.058851479
180,0.125,8,-3,3,17.144,8.5719,18.048,-0.904,-0.075264341,7.5566,1.0153,0.067001465
180,0.25,8,-2,3,21.483,8.4455,18.048,3.435,0.285987844,7.5566,0.8889,0.058660103
180,0.5,8,-1,3,16.27,7.4515,18.048,-1.778,-0.148030972,7.5566,-0.1051,-0.006935737
180,1,8,0,3,21.868,5.7147,18.048,3.82,0.318041795,7.5566,-1.8419,-0.121550279
180,0.015754717,16,-5.988072352,4,16.033,17.025,18.048,-2.015,-0.167762884,7.5566,9.4684,0.62483667
180,0.031509434,16,-4.988072352,4,13.17,10.812,18.048,-4.878,-0.406127716,7.5566,3.2554,0.214829675
180,0.062971698,16,-3.989152618,4,12.043,7.3244,18.048,-6.005,-0.499958371,7.5566,-0.2322,-0.015323294
180,0.125,16,-3,4,17.262,7.9468,18.048,-0.786,-0.065440013,7.5566,0.3902,0.025749997
180,0.25,16,-2,4,19.373,5.8365,18.048,1.325,0.110315544,7.5566,-1.7201,-0.113512479
180,0.5,16,-1,4,10.556,9.6863,18.048,-7.492,-0.623761552,7.5566,2.1297,0.140542716
180,1,16,0,4,19.875,6.3338,18.048,1.827,0.152110565,7.5566,-1.2228,-0.080694762
