direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
0,0.015754717,0.031,-5.988072352,-5.011587974,26.347,27.25,-0.903,-0.061232793
0,0.031509434,0.031,-4.988072352,-5.011587974,25.835,27.25,-1.415,-0.095951719
0,0.062971698,0.031,-3.989152618,-5.011587974,27.081,27.25,-0.169,-0.011459958
0,0.125,0.031,-3,-5.011587974,25.495,27.25,-1.755,-0.119007256
0,0.25,0.031,-2,-5.011587974,27.087,27.25,-0.163,-0.011053096
0,0.5,0.031,-1,-5.011587974,27.456,27.25,0.206,0.013968943
0,1,0.031,0,-5.011587974,27.805,27.25,0.555,0.037634773
0,0.015754717,0.125,-5.988072352,-3,30.661,27.25,3.411,0.231301282
0,0.031509434,0.125,-4.988072352,-3,27.568,27.25,0.318,0.021563708
0,0.062971698,0.125,-3.989152618,-3,23.955,27.25,-3.295,-0.223435275
0,0.125,0.125,-3,-3,24.572,27.25,-2.678,-0.181596257
0,0.25,0.125,-2,-3,27.095,27.25,-0.155,-0.010510612
0,0.5,0.125,-1,-3,28.564,27.25,1.314,0.089102868
0,1,0.125,0,-3,28.82,27.25,1.57,0.106462331
0,0.015754717,0.5,-5.988072352,-1,29.674,27.25,2.424,0.164372415
0,0.031509434,0.5,-4.988072352,-1,30.67,27.25,3.42,0.231911575
0,0.062971698,0.5,-3.989152618,-1,30.796,27.25,3.546,0.240455686
0,0.125,0.5,-3,-1,26.073,27.25,-1.177,-0.079812843
0,0.25,0.5,-2,-1,27.447,27.25,0.197,0.013358649
0,0.5,0.5,-1,-1,28.425,27.25,1.175,0.079677222
0,1,0.5,0,-1,29.676,27.25,2.426,0.164508036
0,0.015754717,2,-5.988072352,1,28.348,27.25,1.098,0.074455822
0,0.031509434,2,-4.988072352,1,33.776,27.25,6.526,0.442530684
0,0.062971698,2,-3.989152618,1,36.524,27.25,9.274,0.628873669
0,0.125,2,-3,1,41.997,27.25,14.747,1
0,0.25,2,-2,1,34.044,27.25,6.794,0.460703872
0,0.5,2,-1,1,26.704,27.25,-0.546,-0.03702448
0,1,2,0,1,24.837,27.25,-2.413,-0.1636265
0,0.015754717,8,-5.988072352,3,29.453,27.25,2.203,0.149386316
0,0.031509434,8,-4.988072352,3,27.926,27.25,0.676,0.045839832
0,0.062971698,8,-3.989152618,3,31.804,27.25,4.554,0.308808571
0,0.125,8,-3,3,33.177,27.25,5.927,0.401912253
0,0.25,8,-2,3,36.754,27.25,9.504,0.644470062
0,0.5,8,-1,3,36.624,27.25,9.374,0.635654709
0,1,8,0,3,24.6,27.25,-2.65,-0.179697566
0,0.015754717,16,-5.988072352,4,30.274,27.25,3.024,0.205058656
0,0.031509434,16,-4.988072352,4,26.819,27.25,-0.431,-0.029226283
0,0.062971698,16,-3.989152618,4,30.323,27.25,3.073,0.208381366
0,0.125,16,-3,4,34.682,27.25,7.432,0.503966909
0,0.25,16,-2,4,31.412,27.25,4.162,0.282226894
0,0.5,16,-1,4,26.94,27.25,-0.31,-0.021021225
0,1,16,0,4,28.462,27.25,1.212,0.082186207
