direction,SF,TF,logSF,logTF,cell1,cell2,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm
135,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,15.138,30.024,15.738,-0.5999999999999996,-0.014591084847158377,24.14,5.884,0.263951193253185
135,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,13.167,23.978,15.738,-2.5709999999999997,-0.06252279857007367,24.14,-0.16199999999999903,-0.007267181051498251
135,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,18.502,23.717,15.738,2.7639999999999993,0.06721626419590962,24.14,-0.4230000000000018,-0.018975417190023408
135,0.125,0.031,-3,-5.011587974275212,12.673,20.125,15.738,-3.0649999999999995,-0.07453612509423407,24.14,-4.015000000000001,-0.1801094563071954
135,0.25,0.031,-2,-5.011587974275212,21.158,29.818,15.738,5.420000000000002,0.1318061331193308,24.14,5.678000000000001,0.25471020994078597
135,0.5,0.031,-1,-5.011587974275212,13.49,23.515,15.738,-2.2479999999999993,-0.0546679312273534,24.14,-0.625,-0.028036963933249594
135,1,0.031,0,-5.011587974275212,16.82,26.961,15.738,1.0820000000000007,0.02631258967437564,24.14,2.820999999999998,0.1265476404091153
135,0.015754716981132073,0.125,-5.988072351863872,-3,12.671,24.973,15.738,-3.067,-0.07458476204372462,24.14,0.8329999999999984,0.03736766553023499
135,0.03150943396226415,0.125,-4.988072351863872,-3,12.796,25.462,15.738,-2.942,-0.07154495270056663,24.14,1.3219999999999992,0.059303786111609504
135,0.06297169811320755,0.125,-3.9891526177630077,-3,15.786,20.88,15.738,0.04800000000000004,0.0011672867877726718,24.14,-3.2600000000000016,-0.14624080387582997
135,0.125,0.125,-3,-3,15.024,25.332,15.738,-0.7140000000000004,-0.017363390968118488,24.14,1.1920000000000002,0.053472097613493634
135,0.25,0.125,-2,-3,13.611,25.74,15.738,-2.126999999999999,-0.05172539578317645,24.14,1.5999999999999979,0.07177462766911887
135,0.5,0.125,-1,-3,15.35,26.117,15.738,-0.3879999999999999,-0.00943556820116242,24.14,1.9770000000000003,0.08868652431365513
135,1,0.125,0,-3,15.367,28.25,15.738,-0.37099999999999866,-0.009022154130492902,24.14,4.109999999999999,0.1843710748250493
135,0.015754716981132073,0.5,-5.988072351863872,-1,19.617,27.196,15.738,3.8790000000000013,0.094331363536879,24.14,3.056000000000001,0.13708953884801725
135,0.03150943396226415,0.5,-4.988072351863872,-1,18.373,26.698,15.738,2.6350000000000016,0.06407918095377062,24.14,2.558,0.11474968598600394
135,0.06297169811320755,0.5,-3.9891526177630077,-1,16.02,20.86,15.738,0.28200000000000003,0.006857809878164442,24.14,-3.280000000000001,-0.14713798672169393
135,0.125,0.5,-3,-1,19.257,25.094,15.738,3.519000000000002,0.08557671262858398,24.14,0.9540000000000006,0.04279562174771221
135,0.25,0.5,-2,-1,14.747,21.545,15.738,-0.9909999999999997,-0.024099608472556593,24.14,-2.594999999999999,-0.11640947425085227
135,0.5,0.5,-1,-1,13.87,25.639,15.738,-1.8680000000000003,-0.045426910824153115,24.14,1.4989999999999988,0.06724385429750578
135,1,0.5,0,-1,15.604,22.292,15.738,-0.13400000000000034,-0.003258675615865381,24.14,-1.847999999999999,-0.08289969495783235
135,0.015754716981132073,2,-5.988072351863872,1,18.644,36.415,15.738,2.905999999999999,0.07066948760973708,24.14,12.274999999999999,0.550645971649022
135,0.03150943396226415,2,-4.988072351863872,1,33.546,36.774,15.738,17.808,0.43306339826366086,24.14,12.634,0.5667504037322806
135,0.06297169811320755,2,-3.9891526177630077,1,56.859,46.432,15.738,41.121,1,24.14,22.292,1
135,0.125,2,-3,1,51.888,42.703,15.738,36.15,0.8791128620412927,24.14,18.563000000000002,0.8327202583886597
135,0.25,2,-2,1,26.741,28.101,15.738,11.003,0.26757617762213953,24.14,3.9609999999999985,0.17768706262336256
135,0.5,2,-1,1,17.325,22.272,15.738,1.5869999999999997,0.038593419420733924,24.14,-1.868000000000002,-0.08379687780369648
