direction,SF,TF,logSF,logTF,cell2,cell2_spont,cell2_lessspont,cell2_norm
90,0.015754717,0.031,-5.988072352,-5.011587974,13.793,13.117,0.676,0.104112121
90,0.031509434,0.031,-4.988072352,-5.011587974,12.412,13.117,-0.705,-0.108578469
90,0.062971698,0.031,-3.989152618,-5.011587974,13.918,13.117,0.801,0.123363622
90,0.125,0.031,-3,-5.011587974,11.553,13.117,-1.564,-0.240874788
90,0.25,0.031,-2,-5.011587974,13.157,13.117,0.04,0.006160481
90,0.5,0.031,-1,-5.011587974,15.78,13.117,2.663,0.41013399
90,1,0.031,0,-5.011587974,14.672,13.117,1.555,0.23948868
90,0.015754717,0.125,-5.988072352,-3,12.908,13.117,-0.209,-0.032188511
90,0.031509434,0.125,-4.988072352,-3,13.784,13.117,0.667,0.102726013
90,0.062971698,0.125,-3.989152618,-3,13.663,13.117,0.546,0.084090559
90,0.125,0.125,-3,-3,11.564,13.117,-1.553,-0.239180656
90,0.25,0.125,-2,-3,12.164,13.117,-0.953,-0.146773448
90,0.5,0.125,-1,-3,11.418,13.117,-1.699,-0.26166641
90,1,0.125,0,-3,10.677,13.117,-2.44,-0.375789312
90,0.015754717,0.5,-5.988072352,-1,15.901,13.117,2.784,0.428769444
90,0.031509434,0.5,-4.988072352,-1,14.648,13.117,1.531,0.235792392
90,0.062971698,0.5,-3.989152618,-1,14.291,13.117,1.174,0.180810103
90,0.125,0.5,-3,-1,15.41,13.117,2.293,0.353149546
90,0.25,0.5,-2,-1,15.152,13.117,2.035,0.313414446
90,0.5,0.5,-1,-1,13.542,13.117,0.425,0.065455105
90,1,0.5,0,-1,12.546,13.117,-0.571,-0.087940859
90,0.015754717,2,-5.988072352,1,19.61,13.117,6.493,1
90,0.031509434,2,-4.988072352,1,14.788,13.117,1.671,0.257354074
90,0.062971698,2,-3.989152618,1,15.64,13.117,2.523,0.388572309
90,0.125,2,-3,1,11.427,13.117,-1.69,-0.260280302
90,0.25,2,-2,1,11.924,13.117,-1.193,-0.183736331
90,0.5,2,-1,1,11.421,13.117,-1.696,-0.261204374
90,1,2,0,1,11.307,13.117,-1.81,-0.278761743
90,0.015754717,8,-5.988072352,3,18.876,13.117,5.759,0.886955183
90,0.031509434,8,-4.988072352,3,16.761,13.117,3.644,0.561219775
90,0.062971698,8,-3.989152618,3,15.643,13.117,2.526,0.389034345
90,0.125,8,-3,3,11.418,13.117,-1.699,-0.26166641
90,0.25,8,-2,3,12.926,13.117,-0.191,-0.029416294
90,0.5,8,-1,3,10.926,13.117,-2.191,-0.33744032
90,1,8,0,3,14.27,13.117,1.153,0.177575851
90,0.015754717,16,-5.988072352,4,16.386,13.117,3.269,0.50346527
90,0.031509434,16,-4.988072352,4,14.396,13.117,1.279,0.196981365
90,0.062971698,16,-3.989152618,4,14.407,13.117,1.29,0.198675497
90,0.125,16,-3,4,14.415,13.117,1.298,0.199907593
90,0.25,16,-2,4,14.031,13.117,0.914,0.14076698
90,0.5,16,-1,4,11.917,13.117,-1.2,-0.184814416
90,1,16,0,4,15.152,13.117,2.035,0.313414446
