direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
45,0.015754717,0.031,-5.988072352,-5.011587974,33.301,32.868,0.433,0.009817258
45,0.031509434,0.031,-4.988072352,-5.011587974,24.084,32.868,-8.784,-0.199156577
45,0.062971698,0.031,-3.989152618,-5.011587974,35.761,32.868,2.893,0.065591983
45,0.125,0.031,-3,-5.011587974,29.94,32.868,-2.928,-0.066385526
45,0.25,0.031,-2,-5.011587974,23.868,32.868,-9,-0.20405387
45,0.5,0.031,-1,-5.011587974,30.799,32.868,-2.069,-0.046909717
45,1,0.031,0,-5.011587974,26.381,32.868,-6.487,-0.147077495
45,0.015754717,0.125,-5.988072352,-3,32.16,32.868,-0.708,-0.016052238
45,0.031509434,0.125,-4.988072352,-3,43.357,32.868,10.489,0.237813449
45,0.062971698,0.125,-3.989152618,-3,23.463,32.868,-9.405,-0.213236294
45,0.125,0.125,-3,-3,40.232,32.868,7.364,0.166961411
45,0.25,0.125,-2,-3,40.407,32.868,7.539,0.170929125
45,0.5,0.125,-1,-3,24.895,32.868,-7.973,-0.180769056
45,1,0.125,0,-3,39.745,32.868,6.877,0.15591983
45,0.015754717,0.5,-5.988072352,-1,40.465,32.868,7.597,0.172244139
45,0.031509434,0.5,-4.988072352,-1,46.241,32.868,13.373,0.303201378
45,0.062971698,0.5,-3.989152618,-1,38.484,32.868,5.616,0.127329615
45,0.125,0.5,-3,-1,59.986,32.868,27.118,0.614836984
45,0.25,0.5,-2,-1,47.963,32.868,15.095,0.342243686
45,0.5,0.5,-1,-1,18.429,32.868,-14.439,-0.327370426
45,1,0.5,0,-1,34.054,32.868,1.186,0.026889766
45,0.015754717,2,-5.988072352,1,41.237,32.868,8.369,0.189747427
45,0.031509434,2,-4.988072352,1,72.627,32.868,39.759,0.901441981
45,0.062971698,2,-3.989152618,1,76.974,32.868,44.106,1
45,0.125,2,-3,1,70.409,32.868,37.541,0.851154038
45,0.25,2,-2,1,70.344,32.868,37.476,0.849680316
45,0.5,2,-1,1,54.644,32.868,21.776,0.493719675
45,1,2,0,1,26.484,32.868,-6.384,-0.144742212
45,0.015754717,8,-5.988072352,3,53.336,32.868,20.468,0.464063846
45,0.031509434,8,-4.988072352,3,52.291,32.868,19.423,0.440370925
45,0.062971698,8,-3.989152618,3,71.738,32.868,38.87,0.881285993
45,0.125,8,-3,3,76.647,32.868,43.779,0.992586043
45,0.25,8,-2,3,62.101,32.868,29.233,0.662789643
45,0.5,8,-1,3,55.139,32.868,22.271,0.504942638
45,1,8,0,3,29.552,32.868,-3.316,-0.075182515
45,0.015754717,16,-5.988072352,4,33.149,32.868,0.281,0.006371015
45,0.031509434,16,-4.988072352,4,32.424,32.868,-0.444,-0.010066658
45,0.062971698,16,-3.989152618,4,30.43,32.868,-2.438,-0.055275926
45,0.125,16,-3,4,47.922,32.868,15.054,0.341314107
45,0.25,16,-2,4,48.172,32.868,15.304,0.34698227
45,0.5,16,-1,4,46.632,32.868,13.764,0.312066386
45,1,16,0,4,40.222,32.868,7.354,0.166734685
