direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
90,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,6.9525,5.143,1.8094999999999999,0.023251779702397776
90,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,7.7019,5.143,2.5589000000000004,0.03288144740561795
90,0.125,0.031,-3,-5.011587974275212,8.6972,5.143,3.5542000000000007,0.04567088997969727
90,0.25,0.031,-2,-5.011587974275212,12.516,5.143,7.373,0.09474184677854591
90,0.5,0.031,-1,-5.011587974275212,8.0713,5.143,2.928300000000001,0.03762817712215056
90,1,0.031,0,-5.011587974275212,5.8328,5.143,0.6898,0.008863817429518644
90,0.03150943396226415,0.125,-4.988072351863872,-3,10.924,5.143,5.781,0.0742849065816864
90,0.06297169811320755,0.125,-3.9891526177630077,-3,15.395,5.143,10.251999999999999,0.13173652694610777
90,0.125,0.125,-3,-3,24.836,5.143,19.692999999999998,0.2530518362416797
90,0.25,0.125,-2,-3,18.503,5.143,13.36,0.17167381974248927
90,0.5,0.125,-1,-3,12.297,5.143,7.154000000000001,0.09192773251779703
90,1,0.125,0,-3,6.831,5.143,1.6880000000000006,0.02169052453033847
90,0.03150943396226415,0.5,-4.988072351863872,-1,21.113,5.143,15.969999999999999,0.2052118938089486
90,0.06297169811320755,0.5,-3.9891526177630077,-1,51.529,5.143,46.386,0.5960525301328673
90,0.125,0.5,-3,-1,50.921,5.143,45.778,0.5882398293541672
90,0.25,0.5,-2,-1,66.5,5.143,61.357,0.7884274369715504
90,0.5,0.5,-1,-1,45.819,5.143,40.676,0.5226799619644831
90,1,0.5,0,-1,6.3347,5.143,1.1917,0.015313150522988357
90,0.03150943396226415,2,-4.988072351863872,1,21.968,5.143,16.825,0.21619850427899565
90,0.06297169811320755,2,-3.9891526177630077,1,54.03,5.143,48.887,0.6281899719873557
90,0.125,2,-3,1,70.468,5.143,65.325,0.8394155894220143
90,0.25,2,-2,1,54.175,5.143,49.032,0.6300531983243812
90,0.5,2,-1,1,52.911,5.143,47.768,0.6138110046002415
90,1,2,0,1,20,5.143,14.857,0.19091002544267685
90,0.03150943396226415,8,-4.988072351863872,3,24.455,5.143,19.311999999999998,0.24815604841818506
90,0.06297169811320755,8,-3.9891526177630077,3,37.879,5.143,32.736,0.42065225771632697
90,0.125,8,-3,3,62.419,5.143,57.275999999999996,0.7359872529618873
90,0.25,8,-2,3,82.965,5.143,77.822,1
90,0.5,8,-1,3,64.103,5.143,58.959999999999994,0.7576263781449974
90,1,8,0,3,47.964,5.143,42.821,0.5502428619156536
90,0.03150943396226415,16,-4.988072351863872,4,14.413,5.143,9.27,0.11911798720156253
90,0.06297169811320755,16,-3.9891526177630077,4,22.497,5.143,17.354,0.222996067949937
90,0.125,16,-3,4,20.379,5.143,15.236,0.19578011359255737
90,0.25,16,-2,4,26.45,5.143,21.307,0.2737914728482948
90,0.5,16,-1,4,44.107,5.143,38.964,0.5006810413507748
90,1,16,0,4,46.058,5.143,40.915,0.5257510729613734
