direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
0,0.031509434,0.031,-4.988072352,-5.011587974,5.8397,2.7454,3.0943,0.031078315
0,0.062971698,0.031,-3.989152618,-5.011587974,10.22,2.7454,7.4746,0.075072867
0,0.125,0.031,-3,-5.011587974,7.3106,2.7454,4.5652,0.045851638
0,0.25,0.031,-2,-5.011587974,13.142,2.7454,10.3966,0.104420647
0,0.5,0.031,-1,-5.011587974,8.7632,2.7454,6.0178,0.060441161
0,1,0.031,0,-5.011587974,14.608,2.7454,11.8626,0.119144756
0,0.031509434,0.125,-4.988072352,-3,7.3084,2.7454,4.563,0.045829542
0,0.062971698,0.125,-3.989152618,-3,7.3054,2.7454,4.56,0.045799411
0,0.125,0.125,-3,-3,7.304,2.7454,4.5586,0.045785349
0,0.25,0.125,-2,-3,19.001,2.7454,16.2556,0.163266864
0,0.5,0.125,-1,-3,16.076,2.7454,13.3306,0.133888952
0,1,0.125,0,-3,8.7709,2.7454,6.0255,0.060518498
0,0.031509434,0.5,-4.988072352,-1,7.3087,2.7454,4.5633,0.045832555
0,0.062971698,0.5,-3.989152618,-1,23.375,2.7454,20.6296,0.207198141
0,0.125,0.5,-3,-1,14.619,2.7454,11.8736,0.119255237
0,0.25,0.5,-2,-1,23.399,2.7454,20.6536,0.20743919
0,0.5,0.5,-1,-1,13.162,2.7454,10.4166,0.104621522
0,1,0.5,0,-1,4.3829,2.7454,1.6375,0.016446609
0,0.031509434,2,-4.988072352,1,16.084,2.7454,13.3386,0.133969302
0,0.062971698,2,-3.989152618,1,39.431,2.7454,36.6856,0.368460276
0,0.125,2,-3,1,51.126,2.7454,48.3806,0.485921703
0,0.25,2,-2,1,68.653,2.7454,65.9076,0.661958166
0,0.5,2,-1,1,33.62,2.7454,30.8746,0.310096159
0,1,2,0,1,20.445,2.7454,17.6996,0.177770011
0,0.031509434,8,-4.988072352,3,70.079,2.7454,67.3336,0.676280525
0,0.062971698,8,-3.989152618,3,65.791,2.7454,63.0456,0.633213009
0,0.125,8,-3,3,73.046,2.7454,70.3006,0.706080274
0,0.25,8,-2,3,102.31,2.7454,99.5646,1
0,0.5,8,-1,3,46.76,2.7454,44.0146,0.442070776
0,1,8,0,3,29.254,2.7454,26.5086,0.266245232
0,0.031509434,16,-4.988072352,4,27.751,2.7454,25.0056,0.251149505
0,0.062971698,16,-3.989152618,4,17.54,2.7454,14.7946,0.148592974
0,0.125,16,-3,4,55.533,2.7454,52.7876,0.530184423
0,0.25,16,-2,4,46.748,2.7454,44.0026,0.441950251
0,0.5,16,-1,4,42.381,2.7454,39.6356,0.398089281
0,1,16,0,4,27.764,2.7454,25.0186,0.251280073
