direction,SF,TF,logSF,logTF,cell1,cell2,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,5.1127,29.968,14.751,-9.6383,-0.11495241275672066,53.202,-23.233999999999998,-0.23691724109801357
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,5.8444,35.798,14.751,-8.9066,-0.10622569949669633,53.202,-17.403999999999996,-0.17746869519109185
0,0.125,0.031,-3,-5.011587974275212,8.7625,36.536,14.751,-5.9885,-0.07142260811487729,53.202,-16.665999999999997,-0.16994330464575597
0,0.25,0.031,-2,-5.011587974275212,8.0393,32.888,14.751,-6.711699999999999,-0.08004794504210098,53.202,-20.314,-0.20714198311375778
0,0.5,0.031,-1,-5.011587974275212,7.3042,45.296,14.751,-7.4468,-0.08881520883524557,53.202,-7.905999999999999,-0.08061753069298852
0,1,0.031,0,-5.011587974275212,3.6573,38.018,14.751,-11.093699999999998,-0.13231042625766284,53.202,-15.183999999999997,-0.15483134151813024
0,0.03150943396226415,0.125,-4.988072351863872,-3,7.3068,38.715,14.751,-7.4441999999999995,-0.08878419960403598,53.202,-14.486999999999995,-0.14772402822531297
0,0.06297169811320755,0.125,-3.9891526177630077,-3,13.164,40.94,14.751,-1.5869999999999997,-0.01892755766524342,53.202,-12.262,-0.12503568952155647
0,0.125,0.125,-3,-3,4.3824,31.435,14.751,-10.3686,-0.12366242873840137,53.202,-21.767,-0.22195823306277274
0,0.25,0.125,-2,-3,9.5014,39.445,14.751,-5.249599999999999,-0.06261002313765714,53.202,-13.756999999999998,-0.14028021372924906
0,0.5,0.125,-1,-3,5.1107,32.14,14.751,-9.6403,-0.11497626601149728,53.202,-21.061999999999998,-0.21476934372068357
0,1,0.125,0,-3,2.5072,39.232,14.751,-12.2438,-0.14602724041695492,53.202,-13.969999999999999,-0.1424521760411143
0,0.03150943396226415,0.5,-4.988072351863872,-1,8.7587,34.326,14.751,-5.9923,-0.07146792929895285,53.202,-18.875999999999998,-0.19247868825712766
0,0.06297169811320755,0.5,-3.9891526177630077,-1,13.877,40.905,14.751,-0.8739999999999988,-0.010423872337380423,53.202,-12.296999999999997,-0.12539258473712114
0,0.125,0.5,-3,-1,17.525,53.315,14.751,2.773999999999999,0.033084464375163984,53.202,0.11299999999999955,0.0011522616959660596
0,0.25,0.5,-2,-1,4.3845,33.618,14.751,-10.366499999999998,-0.1236373828208859,53.202,-19.583999999999996,-0.1996981686176938
0,0.5,0.5,-1,-1,3.6495,34.333,14.751,-11.1015,-0.13240345395129166,53.202,-18.869,-0.19240730921401475
0,1,0.5,0,-1,4.3813,39.459,14.751,-10.369699999999998,-0.12367554802852848,53.202,-13.742999999999995,-0.14013745564302313
0,0.03150943396226415,2,-4.988072351863872,1,21.194,48.961,14.751,6.443,0.07684326026286287,53.202,-4.241,-0.04324550312028388
0,0.06297169811320755,2,-3.9891526177630077,1,54.039,81.07,14.751,39.288000000000004,0.4685733368318108,53.202,27.867999999999995,0.28417016763878117
0,0.125,2,-3,1,52.606,103.03,14.751,37.855000000000004,0.4514824797843667,53.202,49.828,0.5080964228902394
0,0.25,2,-2,1,51.85,95.009,14.751,37.099000000000004,0.44246594947880646,53.202,41.807,0.4263062364889668
0,0.5,2,-1,1,45.328,114.02,14.751,30.577000000000005,0.36468048565226735,53.202,60.818,0.6201615205775584
0,1,2,0,1,11.684,50.401,14.751,-3.067,-0.03657896619993799,53.202,-2.800999999999995,-0.028561814251335752
0,0.03150943396226415,8,-4.988072351863872,3,46.788,73.821,14.751,32.037,0.3820933616391957,53.202,20.619,0.21025206999225024
0,0.06297169811320755,8,-3.9891526177630077,3,55.514,108.12,14.751,40.763000000000005,0.4861651122295638,53.202,54.918000000000006,0.5599991842395072
0,0.125,8,-3,3,73.113,121.32,14.751,58.362,0.6960618276363811,53.202,68.118,0.6945996655381979
0,0.25,8,-2,3,98.597,118.31,14.751,83.84599999999999,1,53.202,65.108,0.6639066769996329
0,0.5,8,-1,3,72.349,151.27,14.751,57.598000000000006,0.6869498843117144,53.202,98.06800000000001,1
0,1,8,0,3,20.443,78.109,14.751,5.692000000000002,0.06788636309424424,53.202,24.906999999999996,0.2539768324020067
0,0.03150943396226415,16,-4.988072351863872,4,25.563,54.791,14.751,10.812,0.12895069532237674,53.202,1.5889999999999986,0.01620304278663783
0,0.06297169811320755,16,-3.9891526177630077,4,28.493,62.125,14.751,13.741999999999999,0.16389571357011665,53.202,8.923000000000002,0.09098788595668313
0,0.125,16,-3,4,59.907,105.89,14.751,45.156,0.538558786346397,53.202,52.688,0.5372598605049557
0,0.25,16,-2,4,73.833,139.64,14.751,59.082,0.7046489993559623,53.202,86.43799999999999,0.8814088183709261
0,0.5,16,-1,4,62.819,88.39,14.751,48.068000000000005,0.5732891253011475,53.202,35.188,0.35881225272260064
0,1,16,0,4,32.13,70.113,14.751,17.379000000000005,0.20727285738138979,53.202,16.911,0.17244157115470898
