direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
180,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,64.323,31.584,32.73899999999999,0.5836973381589972
180,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,35.054,31.584,3.4700000000000024,0.061865963023052695
180,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,37.05,31.584,5.4659999999999975,0.0974522633671486
180,0.125,0.031,-3,-5.011587974275212,35.083,31.584,3.4989999999999988,0.0623829984488937
180,0.25,0.031,-2,-5.011587974275212,13.651,31.584,-17.933,-0.3197240100554476
180,0.5,0.031,-1,-5.011587974275212,25.305,31.584,-6.279,-0.11194708409848633
180,1,0.031,0,-5.011587974275212,23.347,31.584,-8.236999999999998,-0.14685588974665262
180,0.015754716981132073,0.125,-5.988072351863872,-3,49.654,31.584,18.070000000000004,0.32216655672235206
180,0.03150943396226415,0.125,-4.988072351863872,-3,37.978,31.584,6.394000000000002,0.11399739699406304
180,0.06297169811320755,0.125,-3.9891526177630077,-3,23.4,31.584,-8.184000000000001,-0.14591096293390862
180,0.125,0.125,-3,-3,19.511,31.584,-12.073,-0.21524719641997542
180,0.25,0.125,-2,-3,19.485,31.584,-12.099,-0.2157107454224536
180,0.5,0.125,-1,-3,27.284,31.584,-4.300000000000001,-0.07666387348677996
180,1,0.125,0,-3,42.904,31.584,11.320000000000004,0.20182210415589516
180,0.015754716981132073,0.5,-5.988072351863872,-1,46.712,31.584,15.128000000000004,0.2697142042111645
180,0.03150943396226415,0.5,-4.988072351863872,-1,33.146,31.584,1.5620000000000012,0.027848597764267524
180,0.06297169811320755,0.5,-3.9891526177630077,-1,35.067,31.584,3.4830000000000005,0.06209773752429176
180,0.125,0.5,-3,-1,45.288,31.584,13.703999999999997,0.24432598192158886
180,0.25,0.5,-2,-1,30.675,31.584,-0.9089999999999989,-0.01620638627894951
180,0.5,0.5,-1,-1,55.559,31.584,23.974999999999998,0.42744566670826717
180,1,0.5,0,-1,46.749,31.584,15.165000000000003,0.2703738700993065
180,0.015754716981132073,2,-5.988072351863872,1,62.826,31.584,31.242,0.5570076129009254
180,0.03150943396226415,2,-4.988072351863872,1,51.074,31.584,19.49,0.34748346378077694
180,0.06297169811320755,2,-3.9891526177630077,1,71.625,31.584,40.041,0.7138832926242222
180,0.125,2,-3,1,52.571,31.584,20.987,0.37417318903884894
180,0.25,2,-2,1,21.928,31.584,-9.655999999999999,-0.17215496799729
180,0.5,2,-1,1,42.387,31.584,10.803,0.1926046105296939
180,1,2,0,1,20.462,31.584,-11.122,-0.1982920002139457
180,0.015754716981132073,8,-5.988072351863872,3,77.429,31.584,45.845,0.8173616930235875
180,0.03150943396226415,8,-4.988072351863872,3,87.673,31.584,56.089,1
180,0.06297169811320755,8,-3.9891526177630077,3,68.692,31.584,37.10799999999999,0.6615913993831231
180,0.125,8,-3,3,64.317,31.584,32.73299999999999,0.5835903653122714
180,0.25,8,-2,3,48.228,31.584,16.644000000000002,0.2967426768172013
180,0.5,8,-1,3,48.703,31.584,17.119000000000003,0.30521136051632236
180,1,8,0,3,46.727,31.584,15.142999999999997,0.2699816363279787
180,0.015754716981132073,16,-5.988072351863872,4,70.139,31.584,38.55499999999999,0.687389684251814
180,0.03150943396226415,16,-4.988072351863872,4,36.538,31.584,4.953999999999997,0.0883239137798855
180,0.06297169811320755,16,-3.9891526177630077,4,60.349,31.584,28.764999999999997,0.5128456560109825
180,0.125,16,-3,4,52.589,31.584,21.005,0.3744941075790262
180,0.25,16,-2,4,40.916,31.584,9.331999999999997,0.16637843427410004
180,0.5,16,-1,4,44.779,31.584,13.195000000000004,0.23525111875768875
180,1,16,0,4,51.071,31.584,19.487,0.3474299773574141
