direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
45,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,32.18,6.4092,25.7708,0.433992132136987
45,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,29.228,6.4092,22.818800000000003,0.3842790935790693
45,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,27.753,6.4092,21.3438,0.35943941476032654
45,0.125,0.031,-3,-5.011587974275212,30.703,6.4092,24.293799999999997,0.40911877239781197
45,0.25,0.031,-2,-5.011587974275212,23.374,6.4092,16.964799999999997,0.2856950394740387
45,0.5,0.031,-1,-5.011587974275212,17.45,6.4092,11.040799999999999,0.18593215315388134
45,1,0.031,0,-5.011587974275212,29.141,6.4092,22.7318,0.38281397354026886
45,0.015754716981132073,0.125,-5.988072351863872,-3,26.312,6.4092,19.9028,0.33517231158893107
45,0.03150943396226415,0.125,-4.988072351863872,-3,32.166,6.4092,25.7568,0.4337563656939616
45,0.06297169811320755,0.125,-3.9891526177630077,-3,37.977,6.4092,31.5678,0.5316162800097
45,0.125,0.125,-3,-3,27.772,6.4092,21.3628,0.3597593835044324
45,0.25,0.125,-2,-3,24.859,6.4092,18.449800000000003,0.3107031228949425
45,0.5,0.125,-1,-3,18.944,6.4092,12.534799999999999,0.21109180071672995
45,1,0.125,0,-3,26.204,6.4092,19.794800000000002,0.33335354188559263
45,0.015754716981132073,0.5,-5.988072351863872,-1,27.756,6.4092,21.346800000000002,0.35948993614097485
45,0.03150943396226415,0.5,-4.988072351863872,-1,32.117,6.4092,25.7078,0.43293118314337287
45,0.06297169811320755,0.5,-3.9891526177630077,-1,36.571,6.4092,30.1618,0.507938592945868
45,0.125,0.5,-3,-1,37.97,6.4092,31.5608,0.5314983967881873
45,0.25,0.5,-2,-1,32.14,6.4092,25.730800000000002,0.4333185137283431
45,0.5,0.5,-1,-1,30.585,6.4092,24.175800000000002,0.40713159809231264
45,1,0.5,0,-1,24.738,6.4092,18.3288,0.30866542720879475
45,0.015754716981132073,2,-5.988072351863872,1,36.491,6.4092,30.0818,0.5065913561285802
45,0.03150943396226415,2,-4.988072351863872,1,33.604,6.4092,27.1948,0.4579729474847088
45,0.06297169811320755,2,-3.9891526177630077,1,54.102,6.4092,47.6928,0.8031687009942606
45,0.125,2,-3,1,58.414,6.4092,52.0048,0.8757847654460701
45,0.25,2,-2,1,49.682,6.4092,43.272800000000004,0.7287338668391129
45,0.5,2,-1,1,32.058,6.4092,25.6488,0.4319375959906232
45,1,2,0,1,26.137,6.4092,19.727800000000002,0.3322252310511142
45,0.015754716981132073,8,-5.988072351863872,3,61.325,6.4092,54.915800000000004,0.9248073451351279
45,0.03150943396226415,8,-4.988072351863872,3,35.091,6.4092,28.681800000000003,0.4830147118260448
45,0.06297169811320755,8,-3.9891526177630077,3,65.79,6.4092,59.38080000000001,1
45,0.125,8,-3,3,51.129,6.4092,44.7198,0.7531020127718049
45,0.25,8,-2,3,35.075,6.4092,28.665800000000004,0.48274526446258725
45,0.5,8,-1,3,27.691,6.4092,21.281799999999997,0.35839530622692845
45,1,8,0,3,23.293,6.4092,16.8838,0.28433096219653486
45,0.015754716981132073,16,-5.988072351863872,4,35.083,6.4092,28.6738,0.48287998814431593
45,0.03150943396226415,16,-4.988072351863872,4,58.433,6.4092,52.0238,0.8761047341901759
45,0.06297169811320755,16,-3.9891526177630077,4,42.397,6.4092,35.9878,0.6060511141648478
45,0.125,16,-3,4,55.546,6.4092,49.1368,0.8274863255463044
45,0.25,16,-2,4,32.147,6.4092,25.7378,0.4334363969498558
45,0.5,16,-1,4,33.517,6.4092,27.107800000000005,0.45650782744590845
45,1,16,0,4,27.66,6.4092,21.250799999999998,0.3578732519602295
