direction,SF,TF,logSF,logTF,cell2,cell2_spont,cell2_lessspont,cell2_norm
0,0.015754717,0.031,-5.988072352,-5.011587974,1.46,1.9477,-0.4877,-0.038518951
0,0.031509434,0.031,-4.988072352,-5.011587974,4.3789,1.9477,2.4312,0.192018197
0,0.062971698,0.031,-3.989152618,-5.011587974,4.3811,1.9477,2.4334,0.192191955
0,0.125,0.031,-3,-5.011587974,5.8458,1.9477,3.8981,0.307875179
0,0.25,0.031,-2,-5.011587974,4.3797,1.9477,2.432,0.192081382
0,0.5,0.031,-1,-5.011587974,10.235,1.9477,8.2873,0.654537844
0,1,0.031,0,-5.011587974,8.7687,1.9477,6.821,0.538728251
0,0.015754717,0.125,-5.988072352,-3,2.9243,1.9477,0.9766,0.07713268
0,0.031509434,0.125,-4.988072352,-3,5.84,1.9477,3.8923,0.30741709
0,0.062971698,0.125,-3.989152618,-3,7.2971,1.9477,5.3494,0.422500059
0,0.125,0.125,-3,-3,2.9244,1.9477,0.9767,0.077140578
0,0.25,0.125,-2,-3,5.8404,1.9477,3.8927,0.307448682
0,0.5,0.125,-1,-3,4.3779,1.9477,2.4302,0.191939216
0,1,0.125,0,-3,2.9218,1.9477,0.9741,0.076935228
0,0.015754717,0.5,-5.988072352,-1,7.3051,1.9477,5.3574,0.423131906
0,0.031509434,0.5,-4.988072352,-1,4.3883,1.9477,2.4406,0.192760617
0,0.062971698,0.5,-3.989152618,-1,7.3073,1.9477,5.3596,0.423305664
0,0.125,0.5,-3,-1,8.7593,1.9477,6.8116,0.537985831
0,0.25,0.5,-2,-1,7.3044,1.9477,5.3567,0.423076619
0,0.5,0.5,-1,-1,4.3844,1.9477,2.4367,0.192452592
0,1,0.5,0,-1,2.9226,1.9477,0.9749,0.076998412
0,0.015754717,2,-5.988072352,1,4.3826,1.9477,2.4349,0.192310426
0,0.031509434,2,-4.988072352,1,8.7756,1.9477,6.8279,0.539273218
0,0.062971698,2,-3.989152618,1,2.9218,1.9477,0.9741,0.076935228
0,0.125,2,-3,1,5.84,1.9477,3.8923,0.30741709
0,0.25,2,-2,1,14.609,1.9477,12.6613,1
0,0.5,2,-1,1,5.8404,1.9477,3.8927,0.307448682
0,1,2,0,1,2.9211,1.9477,0.9734,0.076879941
0,0.015754717,8,-5.988072352,3,5.8429,1.9477,3.8952,0.307646134
0,0.031509434,8,-4.988072352,3,2.9269,1.9477,0.9792,0.07733803
0,0.062971698,8,-3.989152618,3,4.3855,1.9477,2.4378,0.192539471
0,0.125,8,-3,3,13.159,1.9477,11.2113,0.885477795
0,0.25,8,-2,3,10.225,1.9477,8.2773,0.653748035
0,0.5,8,-1,3,13.145,1.9477,11.1973,0.884372063
0,1,8,0,3,2.9244,1.9477,0.9767,0.077140578
0,0.015754717,16,-5.988072352,4,2.9258,1.9477,0.9781,0.077251151
0,0.031509434,16,-4.988072352,4,4.3858,1.9477,2.4381,0.192563165
0,0.062971698,16,-3.989152618,4,2.92,1.9477,0.9723,0.076793062
0,0.125,16,-3,4,7.3058,1.9477,5.3581,0.423187192
0,0.25,16,-2,4,7.3109,1.9477,5.3632,0.423589995
0,0.5,16,-1,4,2.9182,1.9477,0.9705,0.076650897
0,1,16,0,4,4.3797,1.9477,2.432,0.192081382
