direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
0,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,5.8494,2.6982,3.1512000000000002,0.26467772010280705
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,1.4597,2.6982,-1.2385,-0.10402492902618891
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,4.3858,2.6982,1.6875999999999998,0.1417460397453342
0,0.125,0.031,-3,-5.011587974275212,2.9229,2.6982,0.2246999999999999,0.01887315426094844
0,0.25,0.031,-2,-5.011587974275212,1.4589,2.6982,-1.2392999999999998,-0.10409212316685984
0,0.5,0.031,-1,-5.011587974275212,2.9229,2.6982,0.2246999999999999,0.01887315426094844
0,1,0.031,0,-5.011587974275212,7.3015,2.6982,4.6033,0.3866434846881352
0,0.015754716981132073,0.125,-5.988072351863872,-3,1.4633,2.6982,-1.2348999999999999,-0.10372255539316971
0,0.03150943396226415,0.125,-4.988072351863872,-3,0,2.6982,-2.6982,-0.22662903794789097
0,0.06297169811320755,0.125,-3.9891526177630077,-3,5.8386,2.6982,3.1403999999999996,0.2637705992037494
0,0.125,0.125,-3,-3,1.4636,2.6982,-1.2346,-0.10369735759041812
0,0.25,0.125,-2,-3,0,2.6982,-2.6982,-0.22662903794789097
0,0.5,0.125,-1,-3,2.9229,2.6982,0.2246999999999999,0.01887315426094844
0,1,0.125,0,-3,1.4615,2.6982,-1.2367,-0.10387374220967932
0,0.015754716981132073,0.5,-5.988072351863872,-1,2.9197,2.6982,0.22150000000000025,0.018604377698264733
0,0.03150943396226415,0.5,-4.988072351863872,-1,1.4633,2.6982,-1.2348999999999999,-0.10372255539316971
0,0.06297169811320755,0.5,-3.9891526177630077,-1,5.8524,2.6982,3.1542000000000003,0.2649296981303231
0,0.125,0.5,-3,-1,4.3844,2.6982,1.6862000000000004,0.1416284499991601
0,0.25,0.5,-2,-1,4.3793,2.6982,1.6810999999999998,0.14120008735238287
0,0.5,0.5,-1,-1,5.8487,2.6982,3.1505,0.26461892522971997
0,1,0.5,0,-1,0,2.6982,-2.6982,-0.22662903794789097
0,0.015754716981132073,2,-5.988072351863872,1,2.9207,2.6982,0.22250000000000014,0.01868837037410339
0,0.03150943396226415,2,-4.988072351863872,1,5.8469,2.6982,3.1487,0.26446773841321036
0,0.06297169811320755,2,-3.9891526177630077,1,5.8477,2.6982,3.1494999999999997,0.2645349325538813
0,0.125,2,-3,1,10.245,2.6982,7.546799999999999,0.6338759260192511
0,0.25,2,-2,1,14.604,2.6982,11.9058,1
0,0.5,2,-1,1,11.684,2.6982,8.9858,0.7547413865510927
0,1,2,0,1,4.3836,2.6982,1.6854000000000005,0.1415612558584892
0,0.015754716981132073,8,-5.988072351863872,3,2.9182,2.6982,0.2200000000000002,0.018478388684506727
0,0.03150943396226415,8,-4.988072351863872,3,2.9254,2.6982,0.22719999999999985,0.019083135950545102
0,0.06297169811320755,8,-3.9891526177630077,3,4.388,2.6982,1.6898,0.1419308236321793
0,0.125,8,-3,3,1.4618,2.6982,-1.2364,-0.10384854440692771
0,0.25,8,-2,3,2.9243,2.6982,0.2261000000000002,0.018990744007122595
0,0.5,8,-1,3,7.2975,2.6982,4.5993,0.3863075139847806
0,1,8,0,3,8.768,2.6982,6.069800000000001,0.5098187438055403
0,0.015754716981132073,16,-5.988072351863872,4,1.46,2.6982,-1.2382,-0.10399973122343732
0,0.03150943396226415,16,-4.988072351863872,4,4.3782,2.6982,1.6799999999999997,0.14110769540896032
0,0.06297169811320755,16,-3.9891526177630077,4,7.3037,2.6982,4.6055,0.3868282685749803
0,0.125,16,-3,4,1.46,2.6982,-1.2382,-0.10399973122343732
0,0.25,16,-2,4,10.231,2.6982,7.5328,0.6327000285575098
0,0.5,16,-1,4,4.3822,2.6982,1.6840000000000002,0.14144366611231504
0,1,16,0,4,2.9193,2.6982,0.22109999999999985,0.018570780627929235
