direction,SF,TF,logSF,logTF,cell1,cell2,cell3,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
135,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,7.3026,1.4607,7.3113,28.292,-20.989400000000003,-1.0529975417649127,2.9966,-1.5358999999999998,-0.0703109263701452,13.288,-5.9767,-0.08364402272790886
135,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,17.537,4.3844,20.458,28.292,-10.755000000000003,-0.5395575176842423,2.9966,1.3878000000000004,0.0635311567266668,13.288,7.169999999999998,0.10034427743723232
135,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,25.295,2.9207,9.7256,28.292,-2.997,-0.15035368484422815,2.9966,-0.07589999999999986,-0.003474574719378873,13.288,-3.5624000000000002,-0.04985585131693117
135,0.125,0.031,-3,-5.011587974275212,17.539,0,39.458,28.292,-10.753,-0.5394571815582201,2.9966,-2.9966,-0.13717932284704545,13.288,26.169999999999998,0.36624961513701115
135,0.25,0.031,-2,-5.011587974275212,33.493,5.8273,29.108,28.292,5.2010000000000005,0.2609240957206643,2.9966,2.8307,0.12958469905330428,13.288,15.82,0.22140118117950008
135,0.5,0.031,-1,-5.011587974275212,27.662,0,24.762,28.292,-0.6300000000000026,-0.03160587969698503,2.9966,-2.9966,-0.13717932284704545,13.288,11.474,0.16057883393511907
135,1,0.031,0,-5.011587974275212,23.299,0,26.196,28.292,-4.993000000000002,-0.25048913861435823,2.9966,-2.9966,-0.13717932284704545,13.288,12.908000000000001,0.18064768942256557
135,0.015754716981132073,0.125,-5.988072351863872,-3,35.059,0,13.148,28.292,6.766999999999996,0.3394872823960265,2.9966,-2.9966,-0.13717932284704545,13.288,-0.14000000000000057,-0.0019593024883141678
135,0.03150943396226415,0.125,-4.988072351863872,-3,36.512,4.3891,13.152,28.292,8.219999999999999,0.4123814779511363,2.9966,1.3925,0.0637463148449946,13.288,-0.136000000000001,-0.0019033224172194838
135,0.06297169811320755,0.125,-3.9891526177630077,-3,29.249,4.3815,16.084,28.292,0.9569999999999972,0.04801083630161025,2.9966,1.3849,0.06339839958982622,13.288,2.7959999999999994,0.0391300696951885
