direction,SF,TF,logSF,logTF,cell2,cell3,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
135,0.015754717,0.031,-5.988072352,-5.011587974,8.7771,7.3058,7.2228,1.5543,0.058939297,3.843,3.4628,0.191537143
135,0.031509434,0.031,-4.988072352,-5.011587974,24.852,20.476,7.2228,17.6292,0.668502002,3.843,16.633,0.9200177
135,0.062971698,0.031,-3.989152618,-5.011587974,11.683,11.69,7.2228,4.4602,0.169131477,3.843,7.847,0.434039493
135,0.125,0.031,-3,-5.011587974,11.688,8.7695,7.2228,4.4652,0.169321078,3.843,4.9265,0.272498479
135,0.25,0.031,-2,-5.011587974,16.02,5.8209,7.2228,8.7972,0.33359119,3.843,1.9779,0.109403175
135,0.5,0.031,-1,-5.011587974,4.3685,5.8245,7.2228,-2.8543,-0.108235499,3.843,1.9815,0.109602301
135,1,0.031,0,-5.011587974,7.287,17.484,7.2228,0.0642,0.002434474,3.843,13.641,0.754521821
135,0.015754717,0.125,-5.988072352,-3,8.7618,2.9222,7.2228,1.539,0.058359119,3.843,-0.9208,-0.050932021
135,0.031509434,0.125,-4.988072352,-3,17.557,13.163,7.2228,10.3342,0.391874469,3.843,9.32,0.515515239
135,0.062971698,0.125,-3.989152618,-3,10.239,7.3062,7.2228,3.0162,0.114374772,3.843,3.4632,0.191559268
135,0.125,0.125,-3,-3,1.46,10.226,7.2228,-5.7628,-0.218526271,3.843,6.383,0.353061563
135,0.25,0.125,-2,-3,5.8277,11.655,7.2228,-1.3951,-0.052902409,3.843,7.812,0.432103546
135,0.5,0.125,-1,-3,13.118,14.567,7.2228,5.8952,0.2235469,3.843,10.724,0.593174401
135,1,0.125,0,-3,1.4596,8.7572,7.2228,-5.7632,-0.218541439,3.843,4.9142,0.271818132
135,0.015754717,0.5,-5.988072352,-1,17.535,8.7654,7.2228,10.3122,0.391040226,3.843,4.9224,0.272271696
135,0.031509434,0.5,-4.988072352,-1,11.682,17.529,7.2228,4.4592,0.169093557,3.843,13.686,0.757010897
135,0.062971698,0.5,-3.989152618,-1,14.628,5.8517,7.2228,7.4052,0.280806334,3.843,2.0087,0.111106809
135,0.125,0.5,-3,-1,10.228,5.8495,7.2228,3.0052,0.113957651,3.843,2.0065,0.110985121
135,0.25,0.5,-2,-1,17.472,18.936,7.2228,10.2492,0.388651256,3.843,15.093,0.834835998
135,0.5,0.5,-1,-1,10.182,10.179,7.2228,2.9592,0.112213324,3.843,6.336,0.350461862
135,1,0.5,0,-1,10.195,16.018,7.2228,2.9722,0.112706286,3.843,12.175,0.673433265
135,0.015754717,2,-5.988072352,1,18.988,11.688,7.2228,11.7652,0.446138211,3.843,7.845,0.433928868
135,0.031509434,2,-4.988072352,1,29.221,21.922,7.2228,21.9982,0.834175161,3.843,18.079,1
135,0.062971698,2,-3.989152618,1,18.983,8.7575,7.2228,11.7602,0.445948611,3.843,4.9145,0.271834725
135,0.125,2,-3,1,14.616,13.151,7.2228,7.3932,0.280351292,3.843,9.308,0.514851485
135,0.25,2,-2,1,7.2694,13.041,7.2228,0.0466,0.001767079,3.843,9.198,0.508767078
135,0.5,2,-1,1,13.114,20.396,7.2228,5.8912,0.223395219,3.843,16.553,0.915592677
135,1,2,0,1,7.2913,10.204,7.2228,0.0685,0.002597531,3.843,6.361,0.351844682
135,0.015754717,8,-5.988072352,3,21.91,20.456,7.2228,14.6872,0.556940905,3.843,16.613,0.918911444
135,0.031509434,8,-4.988072352,3,27.752,17.518,7.2228,20.5292,0.778470453,3.843,13.675,0.756402456
135,0.062971698,8,-3.989152618,3,23.393,10.235,7.2228,16.1702,0.613176496,3.843,6.392,0.353559378
135,0.125,8,-3,3,18.978,5.8389,7.2228,11.7552,0.44575901,3.843,1.9959,0.110398805
135,0.25,8,-2,3,14.547,13.094,7.2228,7.3242,0.277734802,3.843,9.251,0.511698656
135,0.5,8,-1,3,18.918,11.646,7.2228,11.6952,0.443483801,3.843,7.803,0.43160573
135,1,8,0,3,7.278,5.8248,7.2228,0.0552,0.002093193,3.843,1.9818,0.109618895
135,0.015754717,16,-5.988072352,4,13.151,16.08,7.2228,5.9282,0.224798265,3.843,12.237,0.676862658
135,0.031509434,16,-4.988072352,4,21.925,14.609,7.2228,14.7022,0.557509708,3.843,10.766,0.595497539
135,0.062971698,16,-3.989152618,4,16.075,13.144,7.2228,8.8522,0.335676799,3.843,9.301,0.514464296
135,0.125,16,-3,4,33.594,11.689,7.2228,26.3712,1,3.843,7.846,0.433984181
135,0.25,16,-2,4,17.455,16.001,7.2228,10.2322,0.388006613,3.843,12.158,0.672492948
135,0.5,16,-1,4,18.933,11.651,7.2228,11.7102,0.444052603,3.843,7.808,0.431882294
135,1,16,0,4,21.851,13.106,7.2228,14.6282,0.554703616,3.843,9.263,0.512362409
