direction,SF,TF,logSF,logTF,cell1,cell2,cell3,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm,cell3_spont,cell3_lessspont,cell3_norm
135,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,1.4593,2.9226,13.15,2.8288,-1.3695000000000002,-0.11623465906197486,6.576,-3.6533999999999995,-0.2940598840952994,14.98,-1.83,-0.10724331926863576
135,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,1.46,5.8426,17.531,2.8288,-1.3688000000000002,-0.11617524740710566,6.576,-0.7333999999999996,-0.05903090792015451,14.98,2.5509999999999984,0.14949601500234405
135,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,7.3105,2.9258,13.167,2.8288,4.4817,0.38037887661048025,6.576,-3.6501999999999994,-0.2938023180940116,14.98,-1.8130000000000006,-0.10624706985466485
135,0.125,0.031,-3,-5.011587974275212,0,4.3818,13.146,2.8288,-2.8288,-0.24009098470574258,6.576,-2.1941999999999995,-0.1766097875080489,14.98,-1.8339999999999996,-0.10747773089545241
135,0.25,0.031,-2,-5.011587974275212,2.9106,2.9135,14.552,2.8288,0.08179999999999987,0.006942676240430469,6.576,-3.6624999999999996,-0.29479233741146166,14.98,-0.4280000000000008,-0.025082044069385894
135,0.5,0.031,-1,-5.011587974275212,13.12,5.8292,30.603,2.8288,10.2912,0.8734531751285838,6.576,-0.7467999999999995,-0.06010946555054729,14.98,15.623000000000001,0.9155532114392877
135,1,0.031,0,-5.011587974275212,5.8244,5.8277,24.747,2.8288,2.9955999999999996,0.25424793332314843,6.576,-0.7482999999999995,-0.06023019961365096,14.98,9.767,0.5723745897796532
135,0.015754716981132073,0.125,-5.988072351863872,-3,0,7.3153,16.093,2.8288,-2.8288,-0.24009098470574258,6.576,0.7393000000000001,0.05950579523502898,14.98,1.1129999999999995,0.06522503516174401
135,0.03150943396226415,0.125,-4.988072351863872,-3,5.8411,8.7626,20.452,2.8288,3.0122999999999998,0.25566532566074246,6.576,2.186600000000001,0.17599806825499045,14.98,5.472000000000001,0.3206751054852322
135,0.06297169811320755,0.125,-3.9891526177630077,-3,0,4.3862,23.397,2.8288,-2.8288,-0.24009098470574258,6.576,-2.1898,-0.1762556342562782,14.98,8.416999999999998,0.49326066572902016
135,0.125,0.125,-3,-3,10.219,11.687,13.157,2.8288,7.390199999999999,0.6272343025920456,6.576,5.111,0.411381197681906,14.98,-1.8230000000000004,-0.10683309892170656
135,0.25,0.125,-2,-3,7.2805,5.8267,21.822,2.8288,4.4517,0.37783266283037126,6.576,-0.7492999999999999,-0.06031068898905344,14.98,6.841999999999999,0.4009610876699484
135,0.5,0.125,-1,-3,4.3724,4.3735,24.763,2.8288,1.5435999999999996,0.13101118636587392,6.576,-2.2024999999999997,-0.17727784932388924,14.98,9.783000000000001,0.5733122362869201
135,1,0.125,0,-3,13.099,2.9113,29.119,2.8288,10.270199999999999,0.8716708254825075,6.576,-3.6646999999999994,-0.29496941403734706,14.98,14.139,0.8285864978902955
135,0.015754716981132073,0.5,-5.988072351863872,-1,2.9251,4.38,21.912,2.8288,0.09629999999999983,0.008173346234149805,6.576,-2.1959999999999997,-0.17675466838377332,14.98,6.931999999999999,0.40623534927332394
135,0.03150943396226415,0.5,-4.988072351863872,-1,10.214,8.7636,16.056,2.8288,7.3852,0.6268099336286942,6.576,2.1876000000000007,0.17607855763039285,14.98,1.0760000000000005,0.06305672761368968
135,0.06297169811320755,0.5,-3.9891526177630077,-1,2.9186,0,20.466,2.8288,0.08979999999999988,0.007621666581792864,6.576,-6.576,-0.5292981326464906,14.98,5.486000000000001,0.3214955461790906
135,0.125,0.5,-3,-1,2.9204,7.3139,13.162,2.8288,0.09159999999999968,0.007774439408599386,6.576,0.7379000000000007,0.05939311010946561,14.98,-1.8179999999999996,-0.10654008438818566
135,0.25,0.5,-2,-1,1.4557,5.8292,16.019,2.8288,-1.3731000000000002,-0.11654020471558794,6.576,-0.7467999999999995,-0.06010946555054729,14.98,1.038999999999998,0.06088842006563515
135,0.5,0.5,-1,-1,13.114,4.3699,13.107,2.8288,10.2852,0.872943932372562,6.576,-2.2060999999999993,-0.177567611075338,14.98,-1.873000000000001,-0.10976324425691524
135,1,0.5,0,-1,7.2947,1.456,18.915,2.8288,4.4658999999999995,0.37903787068628947,6.576,-5.119999999999999,-0.412105602060528,14.98,3.9349999999999987,0.23060243788091886
135,0.015754716981132073,2,-5.988072351863872,1,2.9203,7.315,11.701,2.8288,0.09149999999999991,0.0077659520293323755,6.576,0.7390000000000008,0.05948164842240831,14.98,-3.279,-0.19215893108298174
135,0.03150943396226415,2,-4.988072351863872,1,1.4636,13.146,17.532,2.8288,-1.3652000000000002,-0.11586970175349258,6.576,6.570000000000001,0.5288151963940761,14.98,2.5519999999999996,0.1495546179090483
135,0.06297169811320755,2,-3.9891526177630077,1,14.611,19,30.682,2.8288,11.7822,1,6.576,12.424,1,14.98,15.701999999999998,0.9201828410689171
135,0.125,2,-3,1,4.3883,11.688,27.771,2.8288,1.5594999999999999,0.1323606796693317,6.576,5.112000000000001,0.4114616870573085,14.98,12.791,0.7495897796530709
135,0.25,2,-2,1,4.3688,7.2801,21.843,2.8288,1.54,0.13070564071226087,6.576,0.7041000000000004,0.05667256922086288,14.98,6.8629999999999995,0.4021917487107361
135,0.5,2,-1,1,1.4575,7.2689,32.019,2.8288,-1.3713000000000002,-0.1163874318887814,6.576,0.6929000000000007,0.0557710882163555,14.98,17.038999999999998,0.9985349273323958
135,1,2,0,1,4.3681,1.4567,17.468,2.8288,1.5393,0.13064622905739165,6.576,-5.119299999999999,-0.41204925949774623,14.98,2.4879999999999995,0.14580403187998126
135,0.015754716981132073,8,-5.988072351863872,3,5.8444,10.228,14.604,2.8288,3.0156,0.25594540917655445,6.576,3.652,0.29394719896973603,14.98,-0.3760000000000012,-0.022034692920768945
135,0.03150943396226415,8,-4.988072351863872,3,1.9471,8.7626,23.368,2.8288,-0.8817000000000002,-0.07483322299740287,6.576,2.186600000000001,0.17599806825499045,14.98,8.387999999999998,0.49156118143459915
135,0.06297169811320755,8,-3.9891526177630077,3,1.4607,7.3124,17.55,2.8288,-1.3681,-0.11611583575223644,6.576,0.7364000000000006,0.05927237604636193,14.98,2.5700000000000003,0.15060947022972343
135,0.125,8,-3,3,5.8375,14.61,21.911,2.8288,3.0087,0.25535978000712944,6.576,8.033999999999999,0.6466516419832582,14.98,6.931000000000001,0.40617674636661993
135,0.25,8,-2,3,2.9146,2.9099,17.467,2.8288,0.08579999999999988,0.007282171411111667,6.576,-3.6660999999999997,-0.2950820991629105,14.98,2.4869999999999983,0.145745428973277
135,0.5,8,-1,3,2.9128,2.9131,32.044,2.8288,0.08399999999999963,0.007129398584305107,6.576,-3.6628999999999996,-0.29482453316162266,14.98,17.063999999999997,1
135,1,8,0,3,0,5.8198,17.459,2.8288,-2.8288,-0.24009098470574258,6.576,-0.7561999999999998,-0.06086606567933031,14.98,2.478999999999999,0.14527660571964368
135,0.015754716981132073,16,-5.988072351863872,4,5.8494,11.695,19.004,2.8288,3.0206,0.25636977813990597,6.576,5.119000000000001,0.41202511268512565,14.98,4.024000000000001,0.23581809657759034
135,0.03150943396226415,16,-4.988072351863872,4,1.46,8.7647,17.527,2.8288,-1.3688000000000002,-0.11617524740710566,6.576,2.1887,0.1761670959433355,14.98,2.5470000000000006,0.1492616033755275
135,0.06297169811320755,16,-3.9891526177630077,4,2.9215,2.9207,16.063,2.8288,0.09269999999999978,0.007867800580536724,6.576,-3.6552999999999995,-0.294212813908564,14.98,1.0829999999999984,0.06346694796061876
135,0.125,16,-3,4,4.3826,7.3091,10.238,2.8288,1.5537999999999998,0.131876899051111,6.576,0.7331000000000003,0.059006761107533834,14.98,-4.742000000000001,-0.27789498359118625
135,0.25,16,-2,4,11.641,5.8191,24.751,2.8288,8.8122,0.7479248357692113,6.576,-0.7568999999999999,-0.060922408242112036,14.98,9.771,0.57260900140647
135,0.5,16,-1,4,5.8169,8.7304,10.188,2.8288,2.9881,0.25361137987812127,6.576,2.1544,0.17340631036703155,14.98,-4.792,-0.2808251289263948
135,1,16,0,4,8.7499,4.3674,30.559,2.8288,5.9211,0.502546213780109,6.576,-2.2085999999999997,-0.17776883451384415,14.98,15.579,0.912974683544304
