direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
270,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,13.191,4.2957,8.8953,0.08533128430043657
270,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,3.6643,4.2957,-0.6314000000000002,-0.00605692589426952
270,0.125,0.031,-3,-5.011587974275212,10.999,4.2957,6.7033000000000005,0.06430375569695418
270,0.25,0.031,-2,-5.011587974275212,4.4002,4.2957,0.10449999999999982,0.0010024528919087164
270,0.5,0.031,-1,-5.011587974275212,6.5947,4.2957,2.2989999999999995,0.022053963621991794
270,1,0.031,0,-5.011587974275212,2.9317,4.2957,-1.3639999999999999,-0.013084648273334847
270,0.03150943396226415,0.125,-4.988072351863872,-3,15.398,4.2957,11.1023,0.10650270566352307
270,0.06297169811320755,0.125,-3.9891526177630077,-3,8.0623,4.2957,3.7666000000000004,0.03613243122165912
270,0.125,0.125,-3,-3,6.599,4.2957,2.3033,0.02209521287974498
270,0.25,0.125,-2,-3,12.466,4.2957,8.1703,0.07837646758623731
270,0.5,0.125,-1,-3,10.264,4.2957,5.968299999999999,0.05725301047635217
270,1,0.125,0,-3,9.5309,4.2957,5.235200000000001,0.05022049167196672
270,0.03150943396226415,0.5,-4.988072351863872,-1,24.194,4.2957,19.8983,0.19088141989538035
270,0.06297169811320755,0.5,-3.9891526177630077,-1,18.316,4.2957,14.020299999999999,0.13449464383184498
270,0.125,0.5,-3,-1,44.713,4.2957,40.4173,0.3877171221831793
270,0.25,0.5,-2,-1,54.259,4.2957,49.963300000000004,0.4792904743952427
270,0.5,0.5,-1,-1,20.52,4.2957,16.2243,0.15563728664301069
270,1,0.5,0,-1,8.7955,4.2957,4.4998000000000005,0.04316590931110862
270,0.03150943396226415,2,-4.988072351863872,1,69.655,4.2957,65.3593,0.6269820028529137
270,0.06297169811320755,2,-3.9891526177630077,1,82.828,4.2957,78.5323,0.7533486243372539
270,0.125,2,-3,1,108.54,4.2957,104.24430000000001,1
270,0.25,2,-2,1,82.077,4.2957,77.7813,0.7461443935064075
270,0.5,2,-1,1,88.698,4.2957,84.4023,0.809658657595667
270,1,2,0,1,33.734,4.2957,29.4383,0.2823972150036021
270,0.03150943396226415,8,-4.988072351863872,3,66.585,4.2957,62.2893,0.59753195138727
270,0.06297169811320755,8,-3.9891526177630077,3,71.103,4.2957,66.8073,0.6408724505800316
270,0.125,8,-3,3,107.71,4.2957,103.4143,0.9920379339685718
270,0.25,8,-2,3,104.06,4.2957,99.7643,0.9570240291315688
270,0.5,8,-1,3,101.18,4.2957,96.88430000000001,0.9293966192875773
270,1,8,0,3,81.384,4.2957,77.0883,0.739496548012697
270,0.03150943396226415,16,-4.988072351863872,4,49.848,4.2957,45.5523,0.4369764102209905
270,0.06297169811320755,16,-3.9891526177630077,4,54.257,4.2957,49.961299999999994,0.47927128869396207
270,0.125,16,-3,4,59.388,4.2957,55.092299999999994,0.5284922053292122
270,0.25,16,-2,4,95.277,4.2957,90.9813,0.8727700219580351
270,0.5,16,-1,4,103.33,4.2957,99.0343,0.9500212481641681
270,1,16,0,4,71.84,4.2957,67.5443,0.6479423815019143
