direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
270,0.031509434,0.031,-4.988072352,-5.011587974,19.055,1.8785,17.1765,0.115782449
270,0.062971698,0.031,-3.989152618,-5.011587974,23.457,1.8785,21.5785,0.14545522
270,0.125,0.031,-3,-5.011587974,14.663,1.8785,12.7845,0.086177086
270,0.25,0.031,-2,-5.011587974,6.5948,1.8785,4.7163,0.031791387
270,0.5,0.031,-1,-5.011587974,1.4653,1.8785,-0.4132,-0.002785277
270,1,0.031,0,-5.011587974,1.4649,1.8785,-0.4136,-0.002787973
270,0.031509434,0.125,-4.988072352,-3,19.784,1.8785,17.9055,0.120696454
270,0.062971698,0.125,-3.989152618,-3,15.39,1.8785,13.5115,0.09107761
270,0.125,0.125,-3,-3,15.38,1.8785,13.5015,0.091010202
270,0.25,0.125,-2,-3,11.727,1.8785,9.8485,0.066386252
270,0.5,0.125,-1,-3,3.6641,1.8785,1.7856,0.012036279
270,1,0.125,0,-3,1.4655,1.8785,-0.413,-0.002783929
270,0.031509434,0.5,-4.988072352,-1,41.032,1.8785,39.1535,0.263923857
270,0.062971698,0.5,-3.989152618,-1,41.791,1.8785,39.9125,0.269040084
270,0.125,0.5,-3,-1,73.993,1.8785,72.1145,0.486105634
270,0.25,0.5,-2,-1,36.661,1.8785,34.7825,0.234460049
270,0.5,0.5,-1,-1,12.47,1.8785,10.5915,0.071394627
270,1,0.5,0,-1,2.1986,1.8785,0.3201,0.002157713
270,0.031509434,2,-4.988072352,1,88.721,1.8785,86.8425,0.585383363
270,0.062971698,2,-3.989152618,1,120.24,1.8785,118.3615,0.797844983
270,0.125,2,-3,1,150.23,1.8785,148.3515,1
270,0.25,2,-2,1,134.92,1.8785,133.0415,0.896799156
270,0.5,2,-1,1,99.688,1.8785,97.8095,0.659309141
270,1,2,0,1,38.102,1.8785,36.2235,0.244173466
270,0.031509434,8,-4.988072352,3,48.364,1.8785,46.4855,0.313347017
270,0.062971698,8,-3.989152618,3,79.88,1.8785,78.0015,0.525788415
270,0.125,8,-3,3,117.26,1.8785,115.3815,0.777757556
270,0.25,8,-2,3,132.66,1.8785,130.7815,0.881565067
270,0.5,8,-1,3,131.16,1.8785,129.2815,0.871453946
270,1,8,0,3,68.164,1.8785,66.2855,0.446813817
270,0.031509434,16,-4.988072352,4,46.896,1.8785,45.0175,0.3034516
270,0.062971698,16,-3.989152618,4,54.251,1.8785,52.3725,0.353029797
270,0.125,16,-3,4,77.681,1.8785,75.8025,0.510965511
270,0.25,16,-2,4,66.696,1.8785,64.8175,0.4369184
270,0.5,16,-1,4,68.877,1.8785,66.9985,0.45161997
270,1,16,0,4,12.458,1.8785,10.5795,0.071313738
