direction,SF,TF,logSF,logTF,cell1,cell2,cell1_spont,cell1_lessspont,cell1_norm,cell2_spont,cell2_lessspont,cell2_norm
0,0.015754716981132073,0.031,-5.988072351863872,-5.011587974275212,4.3804,21.898,0.84965,3.53075,0.08215756241659461,23.485,-1.5869999999999997,-0.04747233024229733
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,5.8502,33.643,0.84965,5.0005500000000005,0.11635856368825384,23.485,10.158000000000001,0.30385880945258753
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,2.9233,40.922,0.84965,2.0736499999999998,0.04825207938969664,23.485,17.436999999999998,0.5215973676338618
0,0.125,0.031,-3,-5.011587974275212,4.3807,37.967,0.84965,3.53105,0.08216454316253385,23.485,14.482,0.43320370924319473
0,0.25,0.031,-2,-5.011587974275212,2.9243,24.818,0.84965,2.07465,0.04827534854282745,23.485,1.333000000000002,0.03987436434340419
0,0.5,0.031,-1,-5.011587974275212,5.8469,27.771,0.84965,4.997249999999999,0.11628177548292215,23.485,4.286000000000001,0.12820819623093035
0,1,0.031,0,-5.011587974275212,2.9236,21.924,0.84965,2.07395,0.048259060135635884,23.485,-1.561,-0.04669458570146575
0,0.015754716981132073,0.125,-5.988072351863872,-3,8.7611,21.905,0.84965,7.91145,0.18409274153671812,23.485,-1.5799999999999983,-0.04726293748130417
0,0.03150943396226415,0.125,-4.988072351863872,-3,2.9222,27.766,0.84965,2.07255,0.04822648332125276,23.485,4.280999999999999,0.12805862997307804
0,0.06297169811320755,0.125,-3.9891526177630077,-3,7.3076,39.439,0.84965,6.45795,0.15027102746109106,23.485,15.954,0.4772360155548908
0,0.125,0.125,-3,-3,10.235,32.171,0.84965,9.385349999999999,0.21838914633621362,23.485,8.686,0.2598265031408914
0,0.25,0.125,-2,-3,7.2964,26.284,0.84965,6.44675,0.15001041294602602,23.485,2.7989999999999995,0.08372719114567752
0,0.5,0.125,-1,-3,2.9222,30.661,0.84965,2.07255,0.04822648332125276,23.485,7.176000000000002,0.21465749326951847
0,1,0.125,0,-3,4.3832,36.522,0.84965,3.5335500000000004,0.08222271604536088,23.485,13.036999999999999,0.38997906072390065
0,0.015754716981132073,0.5,-5.988072351863872,-1,7.3021,24.834,0.84965,6.452450000000001,0.15014304711887164,23.485,1.3490000000000002,0.04035297636853127
0,0.03150943396226415,0.5,-4.988072351863872,-1,0,26.297,0.84965,-0.84965,-0.019770635957589638,23.485,2.812000000000001,0.08411606341609336
0,0.06297169811320755,0.5,-3.9891526177630077,-1,4.3844,16.06,0.84965,3.5347500000000003,0.08225063902911785,23.485,-7.425000000000001,-0.2221058929105594
0,0.125,0.5,-3,-1,4.3829,27.746,0.84965,3.5332500000000002,0.08221573529942164,23.485,4.260999999999999,0.12746036494166912
0,0.25,0.5,-2,-1,14.61,33.596,0.84965,13.760349999999999,0.3201916912834915,23.485,10.110999999999997,0.30245288662877645
0,0.5,0.5,-1,-1,2.9247,27.77,0.84965,2.07505,0.048284656204079776,23.485,4.285,0.12817828297935988
0,1,0.5,0,-1,5.8444,30.68,0.84965,4.99475,0.11622360260009515,23.485,7.195,0.21522584504935688
0,0.015754716981132073,2,-5.988072351863872,1,4.38,29.215,0.84965,3.53035,0.08214825475534229,23.485,5.73,0.1714029314986539
0,0.03150943396226415,2,-4.988072351863872,1,2.9258,17.537,0.84965,2.07615,0.04831025227252366,23.485,-5.948,-0.17792402034101107
0,0.06297169811320755,2,-3.9891526177630077,1,21.906,32.142,0.84965,21.05635,0.48996343252585484,23.485,8.657000000000004,0.2589590188453486
