direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,32.162,24.155,8.006999999999998,0.17401982091628265
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,14.595,24.155,-9.56,-0.20777188559506216
0,0.125,0.031,-3,-5.011587974275212,32.127,24.155,7.972000000000001,0.17325914978701212
0,0.25,0.031,-2,-5.011587974275212,24.847,24.155,0.6920000000000002,0.015039554898722076
0,0.5,0.031,-1,-5.011587974275212,39.508,24.155,15.353000000000002,0.33367382421976877
0,1,0.031,0,-5.011587974275212,36.539,24.155,12.384,0.2691471789967835
0,0.03150943396226415,0.125,-4.988072351863872,-3,40.927,24.155,16.772,0.3645136051464835
0,0.06297169811320755,0.125,-3.9891526177630077,-3,27.754,24.155,3.599,0.07821872554985657
0,0.125,0.125,-3,-3,27.745,24.155,3.59,0.07802312440232982
0,0.25,0.125,-2,-3,33.591,24.155,9.436,0.20507693645136052
0,0.5,0.125,-1,-3,27.768,24.155,3.6129999999999995,0.0785229940015648
0,1,0.125,0,-3,13.158,24.155,-10.997000000000002,-0.23900286881683042
0,0.03150943396226415,0.5,-4.988072351863872,-1,36.517,24.155,12.362000000000002,0.26866904285838483
0,0.06297169811320755,0.5,-3.9891526177630077,-1,16.056,24.155,-8.099,-0.17601929931322263
0,0.125,0.5,-3,-1,33.586,24.155,9.430999999999997,0.20496826914717894
0,0.25,0.5,-2,-1,32.151,24.155,7.996000000000002,0.17378075284708341
0,0.5,0.5,-1,-1,35.033,24.155,10.878,0.23641658697731027
0,1,0.5,0,-1,30.693,24.155,6.538,0.14209336694775276
0,0.03150943396226415,2,-4.988072351863872,1,51.163,24.155,27.007999999999996,0.5869773102668868
0,0.06297169811320755,2,-3.9891526177630077,1,52.607,24.155,28.451999999999998,0.6183604277145092
0,0.125,2,-3,1,57.001,24.155,32.846,0.7138572546292271
0,0.25,2,-2,1,48.23,24.155,24.074999999999996,0.5232330696340084
0,0.5,2,-1,1,27.769,24.155,3.613999999999997,0.07854472746240106
0,1,2,0,1,29.186,24.155,5.030999999999999,0.10934104146744325
0,0.03150943396226415,8,-4.988072351863872,3,54.067,24.155,29.912,0.6500912805355125
0,0.06297169811320755,8,-3.9891526177630077,3,61.322,24.155,37.167,0.8077675389028949
0,0.125,8,-3,3,70.167,24.155,46.012,1
0,0.25,8,-2,3,49.719,24.155,25.564,0.5555941928192646
0,0.5,8,-1,3,49.666,24.155,25.510999999999996,0.5544423193949404
0,1,8,0,3,30.668,24.155,6.512999999999998,0.14155003042684514
0,0.03150943396226415,16,-4.988072351863872,4,33.603,24.155,9.448,0.20533773798139615
0,0.06297169811320755,16,-3.9891526177630077,4,29.23,24.155,5.074999999999999,0.11029731374424062
0,0.125,16,-3,4,46.738,24.155,22.583,0.4908067460662435
0,0.25,16,-2,4,54.061,24.155,29.906,0.6499608797704947
0,0.5,16,-1,4,45.288,24.155,21.132999999999996,0.4592932278536033
0,1,16,0,4,16.072,24.155,-8.083000000000002,-0.17567156393984182
