direction,SF,TF,logSF,logTF,cell1,cell1_spont,cell1_lessspont,cell1_norm
0,0.03150943396226415,0.031,-4.988072351863872,-5.011587974275212,49.729,31.413,18.316,0.16597044138568462
0,0.06297169811320755,0.031,-3.9891526177630077,-5.011587974275212,55.508,31.413,24.095000000000002,0.21833685221598992
0,0.125,0.031,-3,-5.011587974275212,46.772,31.413,15.358999999999998,0.13917558469331348
0,0.25,0.031,-2,-5.011587974275212,39.457,31.413,8.044,0.07289070924363655
0,0.5,0.031,-1,-5.011587974275212,43.819,31.413,12.406000000000002,0.11241697400255535
0,1,0.031,0,-5.011587974275212,51.159,31.413,19.746,0.1789283869623132
0,0.03150943396226415,0.125,-4.988072351863872,-3,35.084,31.413,3.671000000000003,0.033264767980282196
0,0.06297169811320755,0.125,-3.9891526177630077,-3,46.791,31.413,15.377999999999997,0.13934775320097498
0,0.125,0.125,-3,-3,49.737,31.413,18.324,0.16604293338891052
0,0.25,0.125,-2,-3,70.206,31.413,38.793000000000006,0.35152278514276397
0,0.5,0.125,-1,-3,67.204,31.413,35.791,0.3243201609322471
0,1,0.125,0,-3,61.418,31.413,30.005,0.2718903195991192
0,0.03150943396226415,0.5,-4.988072351863872,-1,40.959,31.413,9.546000000000003,0.08650108284929821
0,0.06297169811320755,0.5,-3.9891526177630077,-1,64.339,31.413,32.926,0.2983589622769738
0,0.125,0.5,-3,-1,95.013,31.413,63.60000000000001,0.5763114256458585
0,0.25,0.5,-2,-1,56.939,31.413,25.526,0.23130385929302172
0,0.5,0.5,-1,-1,35.083,31.413,3.669999999999998,0.03325570647987892
0,1,0.5,0,-1,59.911,31.413,28.498,0.2582346384914414
0,0.03150943396226415,2,-4.988072351863872,1,84.85,31.413,53.437,0.48421939704776307
0,0.06297169811320755,2,-3.9891526177630077,1,92.105,31.413,60.69200000000001,0.549960582473246
0,0.125,2,-3,1,70.163,31.413,38.75,0.3511331406254247
0,0.25,2,-2,1,78.857,31.413,47.444,0.4299138251311652
0,0.5,2,-1,1,111.02,31.413,79.607,0.7213588626004693
0,1,2,0,1,89.116,31.413,57.703,0.5228757577679712
0,0.03150943396226415,8,-4.988072351863872,3,30.692,31.413,-0.7210000000000001,-0.00653334179073371
0,0.06297169811320755,8,-3.9891526177630077,3,106.64,31.413,75.227,0.6816694908342923
0,0.125,8,-3,3,116.98,31.413,85.56700000000001,0.7753654050037605
0,0.25,8,-2,3,135.89,31.413,104.47699999999999,0.9467183776289676
0,0.5,8,-1,3,111.01,31.413,79.59700000000001,0.721268247596437
0,1,8,0,3,96.432,31.413,65.019,0.5891696947180514
0,0.03150943396226415,16,-4.988072351863872,4,14.62,31.413,-16.793,-0.152169776271555
0,0.06297169811320755,16,-3.9891526177630077,4,38.014,31.413,6.601000000000003,0.05981496416176592
0,0.125,16,-3,4,48.2,31.413,16.787000000000003,0.15211540726913564
0,0.25,16,-2,4,141.77,31.413,110.35700000000001,1
0,0.5,16,-1,4,95.003,31.413,63.59,0.5762208106418261
0,1,16,0,4,89.144,31.413,57.73100000000001,0.5231294797792618
