0,0.031,0.000668,9.8131
0,0.031,0.001336,8.5708
0,0.031,0.00267,9.3225
0,0.031,0.0053,8.8148
0,0.031,0.0106,8.9454
0,0.031,0.0212,9.065
0,0.031,0.0424,10.305
0,0.125,0.000668,8.5769
0,0.125,0.001336,9.696
0,0.125,0.00267,12.172
0,0.125,0.0053,9.5689
0,0.125,0.0106,11.05
0,0.125,0.0212,13.787
0,0.125,0.0424,16.523
0,0.5,0.000668,9.3162
0,0.5,0.001336,10.925
0,0.5,0.00267,11.051
0,0.5,0.0053,10.935
0,0.5,0.0106,14.284
0,0.5,0.0212,19.373
0,0.5,0.0424,9.9384
0,2,0.000668,8.4486
0,2,0.001336,9.8159
0,2,0.00267,10.189
0,2,0.0053,11.308
0,2,0.0106,11.291
0,2,0.0212,11.265
0,2,0.0424,8.9461
0,8,0.000668,8.8139
0,8,0.001336,8.1968
0,8,0.00267,9.0666
0,8,0.0053,9.8223
0,8,0.0106,10.06
0,8,0.0212,9.3097
0,8,0.0424,10.054
0,16,0.000668,8.8156
0,16,0.001336,8.9143
0,16,0.00267,8.937
0,16,0.0053,9.1977
0,16,0.0106,8.3164
0,16,0.0212,8.4444
0,16,0.0424,8.4388
