0,0.031,0.001336,2.2345
0,0.031,0.00267,1.6156
0,0.031,0.0053,3.1062
0,0.031,0.0106,2.236
0,0.031,0.0212,3.7262
0,0.031,0.0424,6.4615
0,0.125,0.001336,1.2418
0,0.125,0.00267,1.7396
0,0.125,0.0053,0.62124
0,0.125,0.0106,1.9878
0,0.125,0.0212,1.614
0,0.125,0.0424,5.5859
0,0.5,0.001336,1.3663
0,0.5,0.00267,0.74509
0,0.5,0.0053,1.1188
0,0.5,0.0106,1.8639
0,0.5,0.0212,0.4972
0,0.5,0.0424,1.7367
0,2,0.001336,1.242
0,2,0.00267,1.6135
0,2,0.0053,0.9929
0,2,0.0106,1.2427
0,2,0.0212,1.1176
0,2,0.0424,0.74457
0,8,0.001336,1.7386
0,8,0.00267,1.861
0,8,0.0053,1.8638
0,8,0.0106,1.3654
0,8,0.0212,1.8626
0,8,0.0424,2.6099
0,16,0.001336,1.3666
0,16,0.00267,1.4917
0,16,0.0053,1.4899
0,16,0.0106,2.7305
0,16,0.0212,1.2418
0,16,0.0424,1.4908
