0,0.031,0.000668,1.365,24.696
0,0.031,0.001336,1.1189,23.871
0,0.031,0.00267,0.74525,23.604
0,0.031,0.0053,2.3588,24.081
0,0.031,0.0106,1.6136,21.348
0,0.031,0.0212,2.4856,23.731
0,0.031,0.0424,1.6156,23.109
0,0.125,0.000668,1.1171,21.093
0,0.125,0.001336,1.1179,21.733
0,0.125,0.00267,3.2283,25.954
0,0.125,0.0053,2.4854,25.603
0,0.125,0.0106,3.4735,21.845
0,0.125,0.0212,1.3644,21.844
0,0.125,0.0424,6.944,22.106
0,0.5,0.000668,3.849,22.721
0,0.5,0.001336,2.1116,21.867
0,0.5,0.00267,1.7388,24.705
0,0.5,0.0053,2.6064,23.455
0,0.5,0.0106,1.3661,21.358
0,0.5,0.0212,1.8628,21.745
0,0.5,0.0424,1.2416,25.462
0,2,0.000668,3.6001,27.189
0,2,0.001336,11.918,24.71
0,2,0.00267,21.852,31.408
0,2,0.0053,15.778,27.951
0,2,0.0106,3.6004,25.583
0,2,0.0212,1.2414,24.952
0,2,0.0424,0.49671,18.884
0,8,0.000668,2.4813,25.556
0,8,0.001336,3.3501,26.437
0,8,0.00267,3.3548,24.343
0,8,0.0053,6.0816,27.804
0,8,0.0106,16.764,32.283
0,8,0.0212,7.6213,27.838
0,8,0.0424,0.99305,21.474
0,16,0.000668,0.86941,23.843
0,16,0.001336,0.86938,22.359
0,16,0.00267,0.99432,21.243
0,16,0.0053,1.491,23.976
0,16,0.0106,1.6145,21.479
0,16,0.0212,3.726,20.615
0,16,0.0424,0.49674,21.852
