225,0.031,0.000668,12.417,4.9713,8.205
225,0.031,0.001336,13.275,9.7992,12.153
225,0.031,0.00267,11.654,7.0571,7.6451
225,0.031,0.0053,12.296,7.9507,10.191
225,0.031,0.0106,14.151,7.6933,8.5577
225,0.031,0.0212,14.243,6.4413,6.4416
225,0.031,0.0424,14.861,6.3163,8.9202
225,0.125,0.000668,11.298,6.9519,9.0631
225,0.125,0.001336,9.8163,5.7106,7.4463
225,0.125,0.00267,10.69,5.0957,7.0825
225,0.125,0.0053,15.267,5.9586,6.9528
225,0.125,0.0106,19.51,9.0744,11.442
225,0.125,0.0212,18.939,11.018,9.5336
225,0.125,0.0424,15.594,5.9421,8.668
225,0.5,0.000668,10.692,6.3437,7.2155
225,0.5,0.001336,10.803,8.0705,9.805
225,0.5,0.00267,13.048,6.2157,7.8348
225,0.5,0.0053,12.541,8.8122,7.3175
225,0.5,0.0106,11.306,5.9616,7.6994
225,0.5,0.0212,20.301,9.0343,16.21
225,0.5,0.0424,12.634,6.5621,8.7902
225,2,0.000668,10.923,6.7043,5.0888
225,2,0.001336,14.042,6.2095,6.9513
225,2,0.00267,17.636,9.439,8.3197
225,2,0.0053,14.777,7.2026,6.8297
225,2,0.0106,12.418,6.3334,7.7005
225,2,0.0212,9.9039,6.1889,4.2073
225,2,0.0424,10.149,6.0594,7.4172
225,8,0.000668,16.28,8.2015,5.2178
225,8,0.001336,9.9351,5.2191,7.0878
225,8,0.00267,19.362,7.3239,9.3113
225,8,0.0053,14.407,7.9428,9.1808
225,8,0.0106,14.035,7.8297,7.5844
225,8,0.0212,7.4242,4.2068,5.1964
225,8,0.0424,9.6512,5.8164,7.056
225,16,0.000668,9.9346,5.2188,3.9799
225,16,0.001336,14.536,4.7202,9.8008
225,16,0.00267,12.307,9.0763,7.7092
225,16,0.0053,14.657,5.8383,13.79
225,16,0.0106,14.666,5.3418,7.1995
225,16,0.0212,11.764,6.0654,7.6701
225,16,0.0424,11.027,7.0684,6.9463
