0,0.031,0.001336,4.8477
0,0.031,0.00267,5.339
0,0.031,0.0053,3.9771
0,0.031,0.0106,6.7045
0,0.031,0.0212,5.8229
0,0.031,0.0424,5.0944
0,0.125,0.001336,7.8189
0,0.125,0.00267,11.793
0,0.125,0.0053,9.5721
0,0.125,0.0106,10.17
0,0.125,0.0212,9.5622
0,0.125,0.0424,4.9644
0,0.5,0.001336,13.647
0,0.5,0.00267,24.358
0,0.5,0.0053,12.17
0,0.5,0.0106,11.804
0,0.5,0.0212,12.657
0,0.5,0.0424,10.171
0,2,0.001336,11.045
0,2,0.00267,14.03
0,2,0.0053,11.437
0,2,0.0106,7.9113
0,2,0.0212,9.4489
0,2,0.0424,6.2119
0,8,0.001336,8.4535
0,8,0.00267,10.417
0,8,0.0053,12.054
0,8,0.0106,11.674
0,8,0.0212,9.32
0,8,0.0424,5.4661
0,16,0.001336,7.2039
0,16,0.00267,7.7019
0,16,0.0053,9.1892
0,16,0.0106,9.198
0,16,0.0212,8.038
0,16,0.0424,4.5866
