0,0.031,0.001336,8.943
0,0.031,0.00267,13.656
0,0.031,0.0053,7.2091
0,0.031,0.0106,13.914
0,0.031,0.0212,11.053
0,0.031,0.0424,10.933
0,0.125,0.001336,9.0682
0,0.125,0.00267,9.312
0,0.125,0.0053,15.023
0,0.125,0.0106,13.918
0,0.125,0.0212,9.1856
0,0.125,0.0424,10.556
0,0.5,0.001336,17.631
0,0.5,0.00267,19.38
0,0.5,0.0053,20.742
0,0.5,0.0106,14.168
0,0.5,0.0212,13.169
0,0.5,0.0424,10.562
0,2,0.001336,26.064
0,2,0.00267,39.122
0,2,0.0053,36.471
0,2,0.0106,14.783
0,2,0.0212,16.012
0,2,0.0424,11.547
0,8,0.001336,30.542
0,8,0.00267,30.424
0,8,0.0053,39.706
0,8,0.0106,40.338
0,8,0.0212,45.844
0,8,0.0424,27.581
0,16,0.001336,17.75
0,16,0.00267,17.01
0,16,0.0053,27.209
0,16,0.0106,42.588
0,16,0.0212,49.176
0,16,0.0424,42.705
