135,0.031,0.001336,39.11
135,0.031,0.00267,42.521
135,0.031,0.0053,40.749
135,0.031,0.0106,40.578
135,0.031,0.0212,40.589
135,0.031,0.0424,41.593
135,0.125,0.001336,40.363
135,0.125,0.00267,43.117
135,0.125,0.0053,38.276
135,0.125,0.0106,40.477
135,0.125,0.0212,40.943
135,0.125,0.0424,49.271
135,0.5,0.001336,42.965
135,0.5,0.00267,48.356
135,0.5,0.0053,45.714
135,0.5,0.0106,39.32
135,0.5,0.0212,37.153
135,0.5,0.0424,46.287
135,2,0.001336,68.97
135,2,0.00267,76.769
135,2,0.0053,75.278
135,2,0.0106,48.273
135,2,0.0212,41.323
135,2,0.0424,41.723
135,8,0.001336,56.019
135,8,0.00267,55.286
135,8,0.0053,68.262
135,8,0.0106,63.716
135,8,0.0212,49.138
135,8,0.0424,35.751
135,16,0.001336,37.652
135,16,0.00267,43.089
135,16,0.0053,57.515
135,16,0.0106,48.052
135,16,0.0212,54.356
135,16,0.0424,42.366
