0,0.031,0.000668,1.3644,21.951,22.322,5.0843
0,0.031,0.001336,0.37246,11.425,12.294,1.9874
0,0.031,0.00267,1.3663,6.706,13.412,1.366
0,0.031,0.0053,2.3582,17.003,19.982,3.8473
0,0.031,0.0106,2.2326,6.2051,13.039,1.7376
0,0.031,0.0212,1.2413,9.4279,9.0582,1.614
0,0.031,0.0424,1.2432,3.2322,16.776,0.49732
0,0.125,0.000668,2.2331,17.376,20.852,4.0957
0,0.125,0.001336,1.2417,20.611,19.121,3.9733
0,0.125,0.00267,2.4834,17.639,13.662,3.7251
0,0.125,0.0053,1.2416,23.973,12.787,3.6023
0,0.125,0.0106,5.0902,9.8068,15.278,4.7187
0,0.125,0.0212,0.12435,8.5731,23.366,0.74541
0,0.125,0.0424,2.9779,7.1976,21.96,1.3653
0,0.5,0.000668,2.361,31.183,17.643,6.9576
0,0.5,0.001336,0.74627,32.94,23.493,6.3398
0,0.5,0.00267,0.62115,23.605,23.726,2.3605
0,0.5,0.0053,1.3659,26.073,16.386,2.856
0,0.5,0.0106,0.99366,31.051,16.018,4.7196
0,0.5,0.0212,1.4902,10.309,21.857,1.2418
0,0.5,0.0424,2.9788,5.7124,21.987,1.2414
0,2,0.000668,0.86851,41.207,18.744,16.63
0,2,0.001336,0.62134,51.924,21.115,13.414
0,2,0.00267,0.24848,53.028,21.485,7.7003
0,2,0.0053,0.62124,47.847,20.259,6.7115
0,2,0.0106,0.37218,45.196,20.494,3.8509
0,2,0.0212,2.6049,25.441,19.113,3.3509
0,2,0.0424,2.3607,10.926,20.613,1.8625
0,8,0.000668,1.1177,30.051,19.373,11.919
0,8,0.001336,0.24876,35.528,17.262,6.957
0,8,0.00267,0.99311,38.986,21.976,6.827
0,8,0.0053,0.86997,36.913,22.868,5.3443
0,8,0.0106,1.3659,31.924,24.595,4.8434
0,8,0.0212,2.2362,18.252,21.355,3.7245
0,8,0.0424,1.1179,9.5665,20.749,2.1115
0,16,0.000668,3.1051,18.752,10.558,4.7198
0,16,0.001336,0.99259,11.54,19.848,2.8542
0,16,0.00267,2.2375,15.167,16.782,3.7293
0,16,0.0053,2.3602,18,22.853,5.0893
0,16,0.0106,1.2424,11.313,22.371,2.1131
0,16,0.0212,0.99305,17.482,25.916,4.092
0,16,0.0424,1.3663,8.1975,16.518,2.1113
