0,0.031,0.001336,10.625,30.424
0,0.031,0.00267,7.3923,36.754
0,0.031,0.0053,2.7313,27.066
0,0.031,0.0106,0.80795,29.02
0,0.031,0.0212,0.99422,26.888
0,0.031,0.0424,2.0479,29.174
0,0.125,0.001336,34.393,37.993
0,0.125,0.00267,36.585,40.242
0,0.125,0.0053,34.173,40.315
0,0.125,0.0106,7.0243,35.663
0,0.125,0.0212,1.4253,32.326
0,0.125,0.0424,1.1181,30.496
0,0.5,0.001336,16.696,36.504
0,0.5,0.00267,29.19,39.432
0,0.5,0.0053,52.175,51.052
0,0.5,0.0106,12.055,37.589
0,0.5,0.0212,2.8588,32.68
0,0.5,0.0424,3.4765,29.178
0,2,0.001336,1.5533,38.456
0,2,0.00267,4.1649,39.466
0,2,0.0053,7.8897,39.075
0,2,0.0106,6.8323,33.169
0,2,0.0212,16.019,40.981
0,2,0.0424,22.653,44.642
0,8,0.001336,0.18638,43.164
0,8,0.00267,1.117,40.527
0,8,0.0053,0.8066,32.595
0,8,0.0106,2.3601,30.618
0,8,0.0212,5.7738,38.926
0,8,0.0424,2.235,28.626
0,16,0.001336,1.1174,37.106
0,16,0.00267,0.68286,36.018
0,16,0.0053,1.428,34.22
0,16,0.0106,1.1179,34.969
0,16,0.0212,1.1176,28.577
0,16,0.0424,2.1279,25.672
