0,0.031,0.001336,4.9701,30.198
0,0.031,0.00267,9.9349,34.15
0,0.031,0.0053,9.809,31.408
0,0.031,0.0106,7.3277,29.938
0,0.031,0.0212,2.734,26.096
0,0.031,0.0424,0.86945,25.214
0,0.125,0.001336,27.225,48.358
0,0.125,0.00267,46.963,48.572
0,0.125,0.0053,46.227,40.636
0,0.125,0.0106,20.234,34.757
0,0.125,0.0212,5.8408,29.814
0,0.125,0.0424,3.4819,30.219
0,0.5,0.001336,79.645,79.524
0,0.5,0.00267,95.221,73.615
0,0.5,0.0053,114.6,56.493
0,0.5,0.0106,62.308,39.405
0,0.5,0.0212,7.5761,30.674
0,0.5,0.0424,2.6072,28.565
0,2,0.001336,21.739,34.907
0,2,0.00267,60.233,42.223
0,2,0.0053,54.445,41.269
0,2,0.0106,25.336,38.013
0,2,0.0212,9.3161,29.436
0,2,0.0424,5.8367,30.071
0,8,0.001336,6.5835,32.17
0,8,0.00267,9.9258,31.772
0,8,0.0053,40.222,39.478
0,8,0.0106,43.527,41.783
0,8,0.0212,39.993,39.751
0,8,0.0424,5.2111,25.807
0,16,0.001336,2.4865,27.702
0,16,0.00267,3.6007,27.569
0,16,0.0053,6.4602,30.065
0,16,0.0106,26.336,37.644
0,16,0.0212,35.667,40.256
0,16,0.0424,10.06,30.412
