0,0.031,0.001336,121.54,25.152
0,0.031,0.00267,119.61,25.976
0,0.031,0.0053,114.72,26.333
0,0.031,0.0106,117.73,27.072
0,0.031,0.0212,113.71,24.048
0,0.031,0.0424,115.68,24.901
0,0.125,0.001336,132.25,40.374
0,0.125,0.00267,147.65,46.319
0,0.125,0.0053,178.81,65.046
0,0.125,0.0106,127.43,33.475
0,0.125,0.0212,121.94,28.063
0,0.125,0.0424,118.74,27.274
0,0.5,0.001336,125.4,33.785
0,0.5,0.00267,165.02,55.214
0,0.5,0.0053,193.79,67.618
0,0.5,0.0106,182.04,62.633
0,0.5,0.0212,137.04,38.059
0,0.5,0.0424,133.47,39.44
0,2,0.001336,119.96,25.659
0,2,0.00267,138.71,39.301
0,2,0.0053,164.51,49.603
0,2,0.0106,157.31,48.09
0,2,0.0212,190.74,68.445
0,2,0.0424,174.31,64.804
0,8,0.001336,116.61,22.291
0,8,0.00267,115.63,23.536
0,8,0.0053,127.84,33.786
0,8,0.0106,149.76,42.586
0,8,0.0212,180.46,68.467
0,8,0.0424,136.09,35.843
0,16,0.001336,112.67,21.241
0,16,0.00267,114,20.242
0,16,0.0053,119.52,23.358
0,16,0.0106,128.74,30.817
0,16,0.0212,131.11,41.49
0,16,0.0424,118.56,23.601
