315,0.031,0.000668,9.3164,4.969
315,0.031,0.001336,9.0737,5.3452
315,0.031,0.00267,9.3173,4.9688
315,0.031,0.0053,9.8124,5.715
315,0.031,0.0106,8.4191,6.8085
315,0.031,0.0212,8.6592,8.04
315,0.031,0.0424,9.6555,5.8191
315,0.125,0.000668,8.1989,6.9577
315,0.125,0.001336,9.9332,8.3162
315,0.125,0.00267,7.8233,5.589
315,0.125,0.0053,11.062,7.8296
315,0.125,0.0106,8.9106,5.0735
315,0.125,0.0212,8.1782,7.4352
315,0.125,0.0424,8.6595,5.3185
315,0.5,0.000668,11.055,8.1964
315,0.5,0.001336,9.6877,5.4649
315,0.5,0.00267,9.5616,4.9681
315,0.5,0.0053,10.674,5.4608
315,0.5,0.0106,15.138,8.0643
315,0.5,0.0212,11.272,6.8111
315,0.5,0.0424,9.0394,6.0679
315,2,0.000668,15.635,21.341
315,2,0.001336,20.62,14.037
315,2,0.00267,21.856,8.8164
315,2,0.0053,16.886,11.423
315,2,0.0106,10.566,7.7584
315,2,0.0212,9.6511,7.672
315,2,0.0424,8.902,6.6769
315,8,0.000668,11.433,16.028
315,8,0.001336,12.779,8.0651
315,8,0.00267,13.059,6.8397
315,8,0.0053,14.051,7.5845
315,8,0.0106,15.493,10.039
315,8,0.0212,11.388,6.9321
315,8,0.0424,9.1609,6.6856
315,16,0.000668,10.436,10.436
315,16,0.001336,11.372,7.7883
315,16,0.00267,10.311,3.7261
315,16,0.0053,11.432,6.5859
315,16,0.0106,12.631,8.048
315,16,0.0212,11.521,6.9385
315,16,0.0424,10.408,6.6913
