0,0.031,0.001336,1.2418
0,0.031,0.00267,1.1181
0,0.031,0.0053,0.99385
0,0.031,0.0106,1.1187
0,0.031,0.0212,0.99277
0,0.031,0.0424,1.6129
0,0.125,0.001336,1.6148
0,0.125,0.00267,1.4899
0,0.125,0.0053,1.6153
0,0.125,0.0106,0.62189
0,0.125,0.0212,0.74441
0,0.125,0.0424,0.49711
0,0.5,0.001336,2.7301
0,0.5,0.00267,7.5817
0,0.5,0.0053,7.5689
0,0.5,0.0106,1.7402
0,0.5,0.0212,1.1172
0,0.5,0.0424,0.37326
0,2,0.001336,8.0784
0,2,0.00267,23.333
0,2,0.0053,21.869
0,2,0.0106,6.4584
0,2,0.0212,2.1121
0,2,0.0424,0.62081
0,8,0.001336,3.8525
0,8,0.00267,4.2264
0,8,0.0053,10.558
0,8,0.0106,13.175
0,8,0.0212,16.26
0,8,0.0424,2.3588
0,16,0.001336,1.8652
0,16,0.00267,1.2429
0,16,0.0053,1.119
0,16,0.0106,3.1033
0,16,0.0212,3.8524
0,16,0.0424,2.1138
