0,0.031,0.000668,8.5677,8.1948
0,0.031,0.001336,7.6963,7.4476
0,0.031,0.00267,8.9379,5.7088
0,0.031,0.0053,9.1921,8.1966
0,0.031,0.0106,14.778,12.169
0,0.031,0.0212,13.156,10.795
0,0.031,0.0424,7.7041,6.5834
0,0.125,0.000668,7.826,10.185
0,0.125,0.001336,12.786,14.649
0,0.125,0.00267,11.055,11.051
0,0.125,0.0053,13.905,10.553
0,0.125,0.0106,19.591,17.733
0,0.125,0.0212,12.54,10.801
0,0.125,0.0424,14.535,9.3164
0,0.5,0.000668,16.135,14.274
0,0.5,0.001336,28.481,21.019
0,0.5,0.00267,20.981,16.884
0,0.5,0.0053,14.669,10.567
0,0.5,0.0106,19.012,17.52
0,0.5,0.0212,18.754,19.129
0,0.5,0.0424,7.45,6.7046
0,2,0.000668,19.361,17.252
0,2,0.001336,18.009,17.882
0,2,0.00267,19.241,17.752
0,2,0.0053,18.613,15.884
0,2,0.0106,17.631,15.146
0,2,0.0212,14.547,15.541
0,2,0.0424,11.312,14.045
0,8,0.000668,13.304,11.813
0,8,0.001336,14.288,11.802
0,8,0.00267,16.413,14.302
0,8,0.0053,16.767,19.258
0,8,0.0106,18.064,17.899
0,8,0.0212,19.517,21.632
0,8,0.0424,9.9278,6.0804
0,16,0.000668,7.9419,9.9265
0,16,0.001336,8.1966,7.3277
0,16,0.00267,10.561,8.6976
0,16,0.0053,12.791,10.68
0,16,0.0106,11.053,7.9494
0,16,0.0212,13.405,12.164
0,16,0.0424,7.5743,6.7065
