180,0.031,0.000668,4.8415
180,0.031,0.001336,4.3478
180,0.031,0.00267,5.465
180,0.031,0.0053,2.4855
180,0.031,0.0106,5.0913
180,0.031,0.0212,5.3437
180,0.031,0.0424,4.5932
180,0.125,0.000668,4.5857
180,0.125,0.001336,6.0915
180,0.125,0.00267,4.8404
180,0.125,0.0053,5.5907
180,0.125,0.0106,5.343
180,0.125,0.0212,3.974
180,0.125,0.0424,4.8459
180,0.5,0.000668,5.9597
180,0.5,0.001336,5.7211
180,0.5,0.00267,6.2092
180,0.5,0.0053,5.0945
180,0.5,0.0106,4.8472
180,0.5,0.0212,8.4423
180,0.5,0.0424,6.0909
180,2,0.000668,11.056
180,2,0.001336,5.338
180,2,0.00267,8.0747
180,2,0.0053,6.3274
180,2,0.0106,4.4713
180,2,0.0212,5.7146
180,2,0.0424,5.5899
180,8,0.000668,7.4516
180,8,0.001336,5.7139
180,8,0.00267,3.6011
180,8,0.0053,5.9589
180,8,0.0106,5.4713
180,8,0.0212,5.0889
180,8,0.0424,4.8399
180,16,0.000668,4.596
180,16,0.001336,4.8457
180,16,0.00267,3.9748
180,16,0.0053,4.4681
180,16,0.0106,4.8421
180,16,0.0212,4.2223
180,16,0.0424,2.6073
