0,0.031,0.001336,10.375,0.86958
0,0.031,0.00267,10.309,1.7389
0,0.031,0.0053,12.049,2.1746
0,0.031,0.0106,9.6856,1.3042
0,0.031,0.0212,11.431,1.8021
0,0.031,0.0424,10.87,1.4285
0,0.125,0.001336,11.493,2.8568
0,0.125,0.00267,12.54,3.352
0,0.125,0.0053,20.807,7.3291
0,0.125,0.0106,12.853,3.2913
0,0.125,0.0212,11.793,1.9865
0,0.125,0.0424,12.114,1.4289
0,0.5,0.001336,20.372,8.572
0,0.5,0.00267,32.346,16.947
0,0.5,0.0053,48.975,23.151
0,0.5,0.0106,31.977,14.472
0,0.5,0.0212,20.233,10.747
0,0.5,0.0424,13.784,3.042
0,2,0.001336,11.307,2.236
0,2,0.00267,31.172,11.118
0,2,0.0053,42.661,14.842
0,2,0.0106,36.647,12.611
0,2,0.0212,33.47,22.662
0,2,0.0424,24.237,13.673
0,8,0.001336,11.674,1.1799
0,8,0.00267,12.561,1.7034
0,8,0.0053,21.244,5.7765
0,8,0.0106,33.451,11.666
0,8,0.0212,47.009,16.147
0,8,0.0424,25.032,7.1455
0,16,0.001336,8.1355,0.99348
0,16,0.00267,10.623,0.99385
0,16,0.0053,13.911,2.7317
0,16,0.0106,18.879,4.9046
0,16,0.0212,17.073,2.9799
0,16,0.0424,13.351,1.9243
