135,0.031,0.000668,1.738,5.5875,12.909
135,0.031,0.001336,2.1128,5.7133,15.279
135,0.031,0.00267,1.1181,4.7178,14.026
135,0.031,0.0053,1.4905,5.3419,13.293
135,0.031,0.0106,1.3607,5.4445,12.994
135,0.031,0.0212,3.2195,6.0675,15.475
135,0.031,0.0424,1.6091,5.9399,13.24
135,0.125,0.000668,1.8614,4.9675,18.258
135,0.125,0.001336,1.9863,5.4632,13.783
135,0.125,0.00267,2.361,5.0965,14.913
135,0.125,0.0053,4.0982,5.4612,15.891
135,0.125,0.0106,2.8454,6.0613,17.815
135,0.125,0.0212,3.7176,4.2117,14.373
135,0.125,0.0424,2.5918,6.6671,13.712
135,0.5,0.000668,0.74581,4.2246,8.5728
135,0.5,0.001336,2.7298,5.584,13.65
135,0.5,0.00267,1.614,4.3444,14.158
135,0.5,0.0053,2.7329,5.5881,13.415
135,0.5,0.0106,1.1127,5.6886,14.717
135,0.5,0.0212,4.7102,6.5659,19.952
135,0.5,0.0424,2.7272,7.3209,10.538
135,2,0.000668,2.3585,4.7171,14.649
135,2,0.001336,7.3314,3.853,21.497
135,2,0.00267,16.394,3.4773,16.89
135,2,0.0053,25.238,1.7406,25.611
135,2,0.0106,1.733,3.8369,14.356
135,2,0.0212,1.6106,4.955,14.99
135,2,0.0424,2.847,6.8082,12.256
135,8,0.000668,3.8493,4.5936,18.622
135,8,0.001336,2.6489,3.8091,11.758
135,8,0.00267,2.2361,5.9633,14.288
135,8,0.0053,6.3295,5.4634,16.756
135,8,0.0106,8.4151,5.3244,20.056
135,8,0.0212,2.3524,4.8284,12.133
135,8,0.0424,1.8571,4.5778,12.626
135,16,0.000668,1.491,4.348,13.543
135,16,0.001336,1.3662,3.9784,14.047
135,16,0.00267,1.8622,4.222,12.044
135,16,0.0053,1.8618,4.9669,15.399
135,16,0.0106,10.883,3.5869,16.325
135,16,0.0212,7.051,4.576,14.102
135,16,0.0424,1.7352,5.327,17.582
