135,0.031,0.000668,29.574,2.4853,10.812
135,0.031,0.001336,29.188,1.7395,13.413
135,0.031,0.00267,27.289,2.8122,13.56
135,0.031,0.0053,28.067,4.843,14.284
135,0.031,0.0106,30.532,4.2033,15.827
135,0.031,0.0212,33.294,3.2169,13.982
135,0.031,0.0424,28.962,3.4657,13.117
135,0.125,0.000668,31.169,4.4718,15.15
135,0.125,0.001336,28.679,3.2288,12.29
135,0.125,0.00267,32.066,2.6107,14.291
135,0.125,0.0053,32.432,2.9812,16.9
135,0.125,0.0106,31.29,2.3494,18.181
135,0.125,0.0212,27.599,2.1046,12.625
135,0.125,0.0424,28.113,2.6001,11.271
135,0.5,0.000668,27.946,3.3537,16.644
135,0.5,0.001336,28.702,2.7337,16.153
135,0.5,0.00267,29.556,3.4767,12.915
135,0.5,0.0053,27.221,1.6157,15.664
135,0.5,0.0106,30.485,2.4782,17.345
135,0.5,0.0212,30.338,3.8388,16.718
135,0.5,0.0424,30.342,3.2184,16.221
135,2,0.000668,27.801,4.2197,19.981
135,2,0.001336,30.552,3.4769,32.418
135,2,0.00267,40.608,2.6069,83.939
135,2,0.0053,39.502,3.6016,89.93
135,2,0.0106,28.221,2.1043,15.348
135,2,0.0212,29.486,4.0895,15.983
135,2,0.0424,29.963,2.6003,14.483
135,8,0.000668,30.676,2.981,15.772
135,8,0.001336,23.863,2.2373,12.305
135,8,0.00267,28.82,3.2293,14.036
135,8,0.0053,31.304,3.4786,22.73
135,8,0.0106,31.327,2.6007,37.267
135,8,0.0212,31.438,2.7237,21.168
135,8,0.0424,26.248,3.5903,12.378
135,16,0.000668,30.956,3.4809,12.929
135,16,0.001336,28.674,2.2344,12.413
135,16,0.00267,29.316,2.608,17.267
135,16,0.0053,24.096,3.2304,11.926
135,16,0.0106,32.967,2.7254,46.606
135,16,0.0212,32.198,4.0863,46.318
135,16,0.0424,28.628,1.4874,20.822
