90,0.031,0.000668,2.9825,3.2307,0.99394
90,0.031,0.001336,3.3529,3.9729,0.99299
90,0.031,0.00267,4.0983,3.7283,1.1184
90,0.031,0.0053,3.1061,3.4784,0.74528
90,0.031,0.0106,2.1091,1.9858,0.62041
90,0.031,0.0212,2.3595,2.7326,0.49705
90,0.031,0.0424,1.8618,2.6071,0.24814
90,0.125,0.000668,3.9704,5.3344,1.4888
90,0.125,0.001336,3.8559,3.3581,1.2438
90,0.125,0.00267,4.9695,3.9745,1.1175
90,0.125,0.0053,4.2193,3.475,0.8687
90,0.125,0.0106,3.4794,3.2303,0.49665
90,0.125,0.0212,2.3592,2.3599,0.12426
90,0.125,0.0424,3.1045,2.3594,0.24882
90,0.5,0.000668,5.833,6.579,2.3579
90,0.5,0.001336,4.8427,6.955,1.8631
90,0.5,0.00267,6.2137,4.2269,1.9888
90,0.5,0.0053,3.8496,4.2225,1.3657
90,0.5,0.0106,3.6008,1.9874,0.74528
90,0.5,0.0212,4.4657,3.0973,0.62115
90,0.5,0.0424,2.2362,2.3602,0.37267
90,2,0.000668,10.936,9.0712,3.7274
90,2,0.001336,14.044,14.79,4.7227
90,2,0.00267,14.904,13.041,4.7202
90,2,0.0053,7.9435,10.3,2.9783
90,2,0.0106,5.3474,6.0929,1.7412
90,2,0.0212,4.2268,2.8594,0.99438
90,2,0.0424,2.3598,2.1102,0.49681
90,8,0.000668,7.9491,5.7127,2.6074
90,8,0.001336,9.6951,8.9483,2.7349
90,8,0.00267,13.278,17.25,4.4678
90,8,0.0053,11.801,16.273,5.4652
90,8,0.0106,5.8378,6.5841,2.857
90,8,0.0212,4.2257,2.9832,0.74581
90,8,0.0424,4.099,2.235,0.37239
90,16,0.000668,4.5957,6.5832,1.8625
90,16,0.001336,8.0815,9.0758,3.1082
90,16,0.00267,9.8141,14.534,4.7202
90,16,0.0053,14.381,21.325,9.1758
90,16,0.0106,7.2058,7.7025,3.1065
90,16,0.0212,2.7322,2.2365,0.37258
90,16,0.0424,3.1051,3.6015,0.86941
