180,0.031,0.000668,3.7229,7.3226,0.4964
180,0.031,0.001336,4.2225,5.8363,1.1177
180,0.031,0.00267,4.848,8.0777,1.4914
180,0.031,0.0053,4.9656,8.5658,0.37246
180,0.031,0.0106,3.7271,8.2006,1.6156
180,0.031,0.0212,3.2284,8.4464,1.1183
180,0.031,0.0424,3.1048,5.9612,1.4903
180,0.125,0.000668,2.9813,6.2113,0.49677
180,0.125,0.001336,3.2332,6.2178,0.37304
180,0.125,0.00267,3.6042,6.9609,0.87058
180,0.125,0.0053,4.9646,8.8121,0.99311
180,0.125,0.0106,4.5963,9.0686,1.2426
180,0.125,0.0212,3.9729,8.8197,0.86954
180,0.125,0.0424,3.8469,10.424,1.3654
180,0.5,0.000668,4.0993,7.8257,0.74497
180,0.5,0.001336,3.9772,6.9605,1.1188
180,0.5,0.00267,3.6008,7.7021,1.1178
180,0.5,0.0053,5.2186,7.4553,0.99475
180,0.5,0.0106,3.9745,6.9553,0.62075
180,0.5,0.0212,4.4688,8.4418,1.6136
180,0.5,0.0424,3.2325,6.589,0.37295
180,2,0.000668,5.093,8.321,1.739
180,2,0.001336,6.3322,8.4437,1.9865
180,2,0.00267,5.5921,10.063,1.243
180,2,0.0053,4.4756,8.8255,1.1189
180,2,0.0106,4.2224,6.9551,0.74476
180,2,0.0212,4.9718,5.5941,1.2429
180,2,0.0424,3.4791,6.2117,0.49705
180,8,0.000668,7.4493,8.9394,1.8626
180,8,0.001336,4.7241,7.9547,1.2437
180,8,0.00267,5.3423,9.3173,1.3666
180,8,0.0053,4.5948,10.928,1.6148
180,8,0.0106,3.1062,8.8237,1.4912
180,8,0.0212,4.5971,7.8267,0.86922
180,8,0.0424,3.4806,7.7073,0.9945
180,16,0.000668,3.2306,7.8246,0.74568
180,16,0.001336,3.1029,6.2044,0.37227
180,16,0.00267,3.2273,6.2064,0.74485
180,16,0.0053,4.3487,7.205,0.49683
180,16,0.0106,3.6027,6.9569,0.99361
180,16,0.0212,4.0985,7.5773,1.1174
180,16,0.0424,3.8536,8.0795,0.74565
