"","name","Amp","Q","X_peak","Y_peak","X_sig","Y_sig","method","amplitude","orientation","rss","rmse","deviance","AIC","R2","R2_adj"
"1","CALSTC01-LM-01-2918-cell1",1,-1,-9.19590240417023,5.72432675423363,7.33775507920948,8.7995038381843,"elliptical_log","constrained","constrained",0.771737419506511,0.146414311260367,0.771737419506511,-26.1711004052393,0.565950732095983,0.553184577157629
"2","CALSTC01-LM-01-2964-cell1",1,-1,-7.54964113690942,8.5590162630699,6.32144824354132,12.0620915375671,"elliptical_log","constrained","constrained",0.370153616354133,0.101400418631907,0.370153616354133,-52.6212458798562,0.733626506797635,0.725791992291683
"3","CALSTC01-LM-01-2964-cell2",1,-1,-4.37467524928159,2.33386027231797,2.13610218261725,2.78445764493856,"elliptical_log","constrained","constrained",1.59163879012079,0.210266946081561,1.59163879012079,-0.111597235848537,0.740412142884111,0.732777205910114
"4","CALSTC01-LM-03-3009-cell1",1,-1,-3.20599341061038,38.0907306001882,3.17058216644833,37.5889153548703,"elliptical_log","constrained","constrained",2.28722712444936,0.252059688943432,2.28722712444936,12.9411405692909,0.106598340638389,0.0803218212454007
"5","CALSTC01-LM-03-3009-cell2",1,-1,-2.88152065951205,2.39158688166622,2.46175464208019,1.61968373861492,"elliptical_log","constrained","constrained",0.521269345030211,0.120331641842937,0.521269345030211,-40.2966895701234,0.790018368517195,0.783842438179465
"6","CALSTC01-LM-05-3226-cell1",1,-1,-3.57841545518601,2.3446529198625,1.53253436284508,1.52300664064329,"elliptical_log","constrained","constrained",1.18207767454911,0.181205659292687,1.18207767454911,-10.8212566656827,0.699957484109233,0.691132704230093
"7","CALSTC01-LM-06-3176-cell2",1,-1,-5.83270540939966,1.78411728261625,2.66613097559279,6.14375777395644,"elliptical_log","constrained","constrained",3.81312570716101,0.32545377326473,3.81312570716101,31.3410655479395,0.500968615093894,0.486291221420186
"8","CALSTC04-LM-01-3040-cell2",1,-1,-7.53250610626398,1.84445471895841,3.49616426062666,7.54139076786532,"elliptical_log","constrained","constrained",1.98556584742206,0.217429016737815,1.98556584742206,1.0166780992869,0.532710078665003,0.521027830631628
"9","CALSTC04-LM-01-3289-cell1",1,-1,-6.38211318820055,10.3902750404539,3.94239161362312,14.7358835706414,"elliptical_log","constrained","constrained",0.679958607408749,0.168319959131504,0.679958607408749,-7.42160283346519,0.51564167685727,0.493625389441692
"10","CALSTC04-LM-01-3289-cell2",1,-1,-6.0829348397061,10.5129784976763,5.69994806489504,13.777788131002,"elliptical_log","constrained","constrained",0.993215958200271,0.153779059058015,0.993215958200271,-28.0771878154739,0.601391901611106,0.591426699151384
"11","CALSTC04-LM-01-3523-cell1",1,-1,-4.1444178235362,8.5014318153953,3.60935216120041,10.7716681372862,"elliptical_log","constrained","constrained",0.565539482130014,0.116039759414609,0.565539482130014,-51.7302442251716,0.776650251059942,0.77106650733644
"12","CALSTC04-LM-01-3523-cell2",1,-1,-7.8945738228445,17.8137718616175,7.93489290579526,25.7570809157969,"elliptical_log","constrained","constrained",0.922576790776708,0.148209696262128,0.922576790776708,-31.1758430876043,0.489852002718485,0.477098302786448
"13","CALSTC05-LM-01-3865-cell1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","CALSTC05-LM-03-3860-cell1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","CALSTC05-LM-03-3860-cell2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","CALSTC06-LM-02-3472-cell1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","CALSTC07-LM-04-3755-cell1",1,-1,-4.06955660000023,2.81597093146718,2.77839064843977,2.92784008676815,"elliptical_log","constrained","constrained",1.03322370186028,0.192095930448852,1.03322370186028,-2.92602420326725,0.645216895900247,0.63157139189641
"18","CALSTC07-LM-04-3755-cell2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","CALSTC07-LM-05-3547-cell1",1,-1,-2.86952290018291,2.42919788866007,2.55626512073363,3.17551723209273,"elliptical_log","constrained","constrained",1.21060494880482,0.169776109486864,1.21060494880482,-19.7642390995311,0.687924103233335,0.680122205814169
"20","CALSTC07-LM-05-3547-cell2",1,-1,-5.18516203187925,12.510732999273,8.35357216658144,16.1822280617854,"elliptical_log","constrained","constrained",1.01528742430795,0.155478326793705,1.01528742430795,-27.1540737179839,0.469468498609432,0.456205211074667
"21","CALSTC07-LM-05-3606-cell2",1,-1,-4.40311181511331,12.1109420220939,4.38494703639621,12.0756134266399,"elliptical_log","constrained","constrained",1.04357225650681,0.193055530178201,1.04357225650681,-2.64697711904434,0.380833514145753,0.357019418535974
"22","CALSTC07-LM-05-3606-cell3",1,-1,-42.4776176602569,9.19048221108249,52.7328573543578,20.5153434314582,"elliptical_log","constrained","constrained",2.66110008010804,0.251713181452339,2.66110008010804,13.3157760737911,0.0653555226649187,0.0419894107315418
"23","CALSTC07-LM-05-3657-cell1",1,-1,-12.9740444780259,3.00657240824982,12.7563028686792,3.99385162275835,"elliptical_log","constrained","constrained",1.15774793240873,0.219634917951807,1.15774793240873,5.35119799763888,0.392737675139946,0.365134842191761
"24","CALSTC07-LM-05-3657-cell2",1,-1,-3.65537764502237,2.19444011561392,4.93434035190456,1.47717027655769,"elliptical_log","constrained","constrained",3.68052217108166,0.296026147939416,3.68052217108166,26.9370075513704,0.214518270943357,0.194881227716941
