"","name","Amp","Q","X_peak","Y_peak","X_sig","Y_sig","method","amplitude","orientation","rss","rmse","deviance","AIC","R2","R2_adj"
"1","CALSTC01-LM-01-2918-cell1",1,0,-11.5066833682019,0.622945379509286,12.1059968600516,10.8153153963813,"elliptical_log","constrained","constrained",0.767849721139742,0.146045057843627,0.767849721139742,-26.3529120545897,0.569256617933007,0.556587694931036
"2","CALSTC01-LM-01-2964-cell1",1,0,-6.92555966291764,9.66317547835369,7.88521237681892,15.0410730864413,"elliptical_log","constrained","constrained",0.382283634182553,0.103048482950523,0.382283634182553,-51.4604355227866,0.725806377525529,0.717741859217456
"3","CALSTC01-LM-01-2964-cell2",1,0,-5.26524877768304,1.37926346109361,3.08591415372896,3.53577685713981,"elliptical_log","constrained","constrained",1.67057253302425,0.215417716504486,1.67057253302425,1.63088307186259,0.733321621980779,0.725478140274332
"4","CALSTC01-LM-03-3009-cell1",1,0,-9.12927674761222,-2.81461173215519,7.54892248890845,2.39367200404112,"elliptical_log","constrained","constrained",2.72723214447192,0.275238893431785,2.72723214447192,19.2752328284564,0.208927507913462,0.185660669910916
"5","CALSTC01-LM-03-3009-cell2",1,0,-2.84688782439203,2.35649756157001,1.9704346044262,2.21141273425714,"elliptical_log","constrained","constrained",0.905386205400878,0.158586307153837,0.905386205400878,-20.4212798741588,0.672363981021301,0.662727627521928
"6","CALSTC01-LM-05-3226-cell1",1,0,-3.34109872971061,2.17424794720361,0.910114025616152,2.36132313138316,"elliptical_log","constrained","constrained",1.32386769691336,0.191765749528005,1.32386769691336,-6.74303646779235,0.618572378203426,0.607353918738821
"7","CALSTC01-LM-06-3176-cell2",1,0,-6.26307327625248,-0.342342029639447,4.29805791564843,4.2557193827453,"elliptical_log","constrained","constrained",3.29705414059521,0.302629868385055,3.29705414059521,26.1059504707833,0.606606189013275,0.595035782807783
"8","CALSTC04-LM-01-3040-cell2",1,0,-7.66606031222688,-0.435804207950472,3.75829547979068,7.41902951562114,"elliptical_log","constrained","constrained",1.94932961771032,0.215435860398133,1.94932961771032,0.243104983775082,0.543387550874163,0.531972239646017
"9","CALSTC04-LM-01-3289-cell1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","CALSTC04-LM-01-3289-cell2",1,0,-4.71185906891358,12.7197101309044,6.09971611641759,15.9098526256088,"elliptical_log","constrained","constrained",1.0235905044163,0.156112787708446,1.0235905044163,-26.8119921372645,0.589557696789932,0.57929663920968
"11","CALSTC04-LM-01-3523-cell1",1,0,-3.4315770193502,9.05734041326821,3.7648954900685,10.9874952808543,"elliptical_log","constrained","constrained",0.597716763357006,0.119295228355958,0.597716763357006,-49.4060948171411,0.765957987419056,0.760106937104533
"12","CALSTC04-LM-01-3523-cell2",1,0,-7.60052435762299,16.9318340952888,9.8294174209544,26.5133843899977,"elliptical_log","constrained","constrained",0.901632644761057,0.146517725626909,0.901632644761057,-32.1403077703323,0.501061561332462,0.488588100365773
"13","CALSTC05-LM-01-3865-cell1",1,0,-1.38935703786561,2.1385902713663,0.869606921608246,1.10696259042662,"elliptical_log","constrained","constrained",8.25546024640858,0.443349272352445,8.25546024640858,60.865455659085,0.0914901708328504,0.0687774251036717
"14","CALSTC05-LM-03-3860-cell1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","CALSTC05-LM-03-3860-cell2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","CALSTC06-LM-02-3472-cell1",1,0,-2.35714119814149,2.10142079095756,1.52454280318907,1.92069517908806,"elliptical_log","constrained","constrained",2.16872142316397,0.268869325333824,2.16872142316397,16.3245241820295,0.322327738103561,0.298125157321545
"17","CALSTC07-LM-04-3755-cell1",1,0,-3.36573848648702,6.08375274110474,3.30326035347463,6.05532271334225,"elliptical_log","constrained","constrained",1.11894176352041,0.19990549227076,1.11894176352041,-0.694433655203129,0.599442355007634,0.584036291738697
"18","CALSTC07-LM-04-3755-cell2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","CALSTC07-LM-05-3547-cell1",1,0,-2.1690810659946,6.97329066918759,3.18147015891339,7.3857919720281,"elliptical_log","constrained","constrained",1.1638636981851,0.166466334233017,1.1638636981851,-21.4179869024159,0.606099393598659,0.596251878438626
"20","CALSTC07-LM-05-3547-cell2",1,0,-2.34358491534824,16.7822944239617,10.1340232959615,19.5964321100936,"elliptical_log","constrained","constrained",1.12526158892099,0.16368244436517,1.12526158892099,-22.834634829992,0.409848125148838,0.395094328277559
"21","CALSTC07-LM-05-3606-cell2",1,0,51.1721004032541,58.4258181889437,80.6564453753974,3.82190409900186,"elliptical_log","constrained","constrained",0.781150280455361,0.167027615387328,0.781150280455361,-10.7568247841172,0.54969140822059,0.532371846998305
"22","CALSTC07-LM-05-3606-cell3",1,0,9.63032881489651,51.4647164257282,71.3415709275532,44.9528759382436,"elliptical_log","constrained","constrained",2.68123588481166,0.252663708589843,2.68123588481166,13.6323820708169,0.0581319190457195,0.0345852170218627
"23","CALSTC07-LM-05-3657-cell1",1,0,-31.7538196094749,-24.2217624596992,45.8836559021336,4.03234607506398,"elliptical_log","constrained","constrained",0.893034843908926,0.192898380404999,0.893034843908926,-0.879354652891767,0.53577294071016,0.51467171074244
